ky_thi,nam,to_hop,tinh,tinh_new,chuong_trinh,diem,count
THPTQG,2024,A00,01,01,,15.4,44
THPTQG,2024,A00,01,01,,15.45,41
THPTQG,2024,A00,01,01,,15.5,46
THPTQG,2024,A00,01,01,,15.55,49
THPTQG,2024,A00,01,01,,15.6,47
THPTQG,2024,A00,01,01,,15.65,49
THPTQG,2024,A00,01,01,,15.7,45
THPTQG,2024,A00,01,01,,15.75,49
THPTQG,2024,A00,01,01,,15.8,58
THPTQG,2024,A00,01,01,,15.85,56
THPTQG,2024,A00,01,01,,15.9,55
THPTQG,2024,A00,01,01,,15.95,56
THPTQG,2024,A00,01,01,,16.0,50
THPTQG,2024,A00,01,01,,16.05,86
THPTQG,2024,A00,01,01,,16.1,60
THPTQG,2024,A00,01,01,,16.15,66
THPTQG,2024,A00,01,01,,16.2,48
THPTQG,2024,A00,01,01,,16.25,59
THPTQG,2024,A00,01,01,,16.3,62
THPTQG,2024,A00,01,01,,16.35,58
THPTQG,2024,A00,01,01,,16.4,62
THPTQG,2024,A00,01,01,,16.45,72
THPTQG,2024,A00,01,01,,16.5,59
THPTQG,2024,A00,01,01,,16.55,72
THPTQG,2024,A00,01,01,,16.6,67
THPTQG,2024,A00,01,01,,16.65,72
THPTQG,2024,A00,01,01,,16.7,74
THPTQG,2024,A00,01,01,,16.75,65
THPTQG,2024,A00,01,01,,16.8,62
THPTQG,2024,A00,01,01,,16.85,75
THPTQG,2024,A00,01,01,,16.9,65
THPTQG,2024,A00,01,01,,16.95,70
THPTQG,2024,A00,01,01,,17.0,83
THPTQG,2024,A00,01,01,,17.05,77
THPTQG,2024,A00,01,01,,17.1,63
THPTQG,2024,A00,01,01,,17.15,67
THPTQG,2024,A00,01,01,,17.2,78
THPTQG,2024,A00,01,01,,17.25,82
THPTQG,2024,A00,01,01,,17.3,79
THPTQG,2024,A00,01,01,,17.35,79
THPTQG,2024,A00,01,01,,17.4,91
THPTQG,2024,A00,01,01,,17.45,85
THPTQG,2024,A00,01,01,,17.5,77
THPTQG,2024,A00,01,01,,17.55,85
THPTQG,2024,A00,01,01,,17.6,107
THPTQG,2024,A00,01,01,,17.65,92
THPTQG,2024,A00,01,01,,17.7,102
THPTQG,2024,A00,01,01,,17.75,92
THPTQG,2024,A00,01,01,,17.8,88
THPTQG,2024,A00,01,01,,17.85,105
THPTQG,2024,A00,01,01,,17.9,105
THPTQG,2024,A00,01,01,,17.95,106
THPTQG,2024,A00,01,01,,18.0,91
THPTQG,2024,A00,01,01,,18.05,104
THPTQG,2024,A00,01,01,,18.1,93
THPTQG,2024,A00,01,01,,18.15,111
THPTQG,2024,A00,01,01,,18.2,120
THPTQG,2024,A00,01,01,,18.25,84
THPTQG,2024,A00,01,01,,18.3,132
THPTQG,2024,A00,01,01,,18.35,108
THPTQG,2024,A00,01,01,,18.4,112
THPTQG,2024,A00,01,01,,18.45,97
THPTQG,2024,A00,01,01,,18.5,121
THPTQG,2024,A00,01,01,,18.55,112
THPTQG,2024,A00,01,01,,18.6,122
THPTQG,2024,A00,01,01,,18.65,109
THPTQG,2024,A00,01,01,,18.7,121
THPTQG,2024,A00,01,01,,18.75,122
THPTQG,2024,A00,01,01,,18.8,137
THPTQG,2024,A00,01,01,,18.85,125
THPTQG,2024,A00,01,01,,18.9,119
THPTQG,2024,A00,01,01,,18.95,148
THPTQG,2024,A00,01,01,,19.0,154
THPTQG,2024,A00,01,01,,19.05,130
THPTQG,2024,A00,01,01,,19.1,113
THPTQG,2024,A00,01,01,,19.15,137
THPTQG,2024,A00,01,01,,19.2,144
THPTQG,2024,A00,01,01,,19.25,151
THPTQG,2024,A00,01,01,,19.3,131
THPTQG,2024,A00,01,01,,19.35,155
THPTQG,2024,A00,01,01,,19.4,141
THPTQG,2024,A00,01,01,,19.45,166
THPTQG,2024,A00,01,01,,19.5,149
THPTQG,2024,A00,01,01,,19.55,147
THPTQG,2024,A00,01,01,,19.6,160
THPTQG,2024,A00,01,01,,19.65,145
THPTQG,2024,A00,01,01,,19.7,150
THPTQG,2024,A00,01,01,,19.75,155
THPTQG,2024,A00,01,01,,19.8,164
THPTQG,2024,A00,01,01,,19.85,155
THPTQG,2024,A00,01,01,,19.9,172
THPTQG,2024,A00,01,01,,19.95,165
THPTQG,2024,A00,01,01,,20.0,164
THPTQG,2024,A00,01,01,,20.05,158
THPTQG,2024,A00,01,01,,20.1,161
THPTQG,2024,A00,01,01,,20.15,176
THPTQG,2024,A00,01,01,,20.2,194
THPTQG,2024,A00,01,01,,20.25,170
THPTQG,2024,A00,01,01,,20.3,163
THPTQG,2024,A00,01,01,,20.35,169
THPTQG,2024,A00,01,01,,20.4,170
THPTQG,2024,A00,01,01,,20.45,173
THPTQG,2024,A00,01,01,,20.5,156
THPTQG,2024,A00,01,01,,20.55,155
THPTQG,2024,A00,01,01,,20.6,170
THPTQG,2024,A00,01,01,,20.65,182
THPTQG,2024,A00,01,01,,20.7,213
THPTQG,2024,A00,01,01,,20.75,178
THPTQG,2024,A00,01,01,,20.8,165
THPTQG,2024,A00,01,01,,20.85,182
THPTQG,2024,A00,01,01,,20.9,176
THPTQG,2024,A00,01,01,,20.95,179
THPTQG,2024,A00,01,01,,21.0,186
THPTQG,2024,A00,01,01,,21.05,174
THPTQG,2024,A00,01,01,,21.1,160
THPTQG,2024,A00,01,01,,21.15,163
THPTQG,2024,A00,01,01,,21.2,190
THPTQG,2024,A00,01,01,,21.25,180
THPTQG,2024,A00,01,01,,21.3,143
THPTQG,2024,A00,01,01,,21.35,184
THPTQG,2024,A00,01,01,,21.4,209
THPTQG,2024,A00,01,01,,21.45,187
THPTQG,2024,A00,01,01,,21.5,144
THPTQG,2024,A00,01,01,,21.55,159
THPTQG,2024,A00,01,01,,21.6,175
THPTQG,2024,A00,01,01,,21.65,198
THPTQG,2024,A00,01,01,,21.7,185
THPTQG,2024,A00,01,01,,21.75,138
THPTQG,2024,A00,01,01,,21.8,157
THPTQG,2024,A00,01,01,,21.85,167
THPTQG,2024,A00,01,01,,21.9,184
THPTQG,2024,A00,01,01,,21.95,165
THPTQG,2024,A00,01,01,,22.0,178
THPTQG,2024,A00,01,01,,22.05,173
THPTQG,2024,A00,01,01,,22.1,153
THPTQG,2024,A00,01,01,,22.15,197
THPTQG,2024,A00,01,01,,22.2,169
THPTQG,2024,A00,01,01,,22.25,146
THPTQG,2024,A00,01,01,,22.3,153
THPTQG,2024,A00,01,01,,22.35,180
THPTQG,2024,A00,01,01,,22.4,185
THPTQG,2024,A00,01,01,,22.45,146
THPTQG,2024,A00,01,01,,22.5,141
THPTQG,2024,A00,01,01,,22.55,137
THPTQG,2024,A00,01,01,,22.6,170
THPTQG,2024,A00,01,01,,22.65,175
THPTQG,2024,A00,01,01,,22.7,153
THPTQG,2024,A00,01,01,,22.75,155
THPTQG,2024,A00,01,01,,22.8,154
THPTQG,2024,A00,01,01,,22.85,165
THPTQG,2024,A00,01,01,,22.9,148
THPTQG,2024,A00,01,01,,22.95,127
THPTQG,2024,A00,01,01,,23.0,163
THPTQG,2024,A00,01,01,,23.05,142
THPTQG,2024,A00,01,01,,23.1,152
THPTQG,2024,A00,01,01,,23.15,149
THPTQG,2024,A00,01,01,,23.2,135
THPTQG,2024,A00,01,01,,23.25,149
THPTQG,2024,A00,01,01,,23.3,168
THPTQG,2024,A00,01,01,,23.35,150
THPTQG,2024,A00,01,01,,23.4,173
THPTQG,2024,A00,01,01,,23.45,160
THPTQG,2024,A00,01,01,,23.5,149
THPTQG,2024,A00,01,01,,23.55,120
THPTQG,2024,A00,01,01,,23.6,134
THPTQG,2024,A00,01,01,,23.65,160
THPTQG,2024,A00,01,01,,23.7,134
THPTQG,2024,A00,01,01,,23.75,127
THPTQG,2024,A00,01,01,,23.8,139
THPTQG,2024,A00,01,01,,23.85,135
THPTQG,2024,A00,01,01,,23.9,152
THPTQG,2024,A00,01,01,,23.95,127
THPTQG,2024,A00,01,01,,24.0,150
THPTQG,2024,A00,01,01,,24.05,131
THPTQG,2024,A00,01,01,,24.1,123
THPTQG,2024,A00,01,01,,24.15,121
THPTQG,2024,A00,01,01,,24.2,143
THPTQG,2024,A00,01,01,,24.25,130
THPTQG,2024,A00,01,01,,24.3,143
THPTQG,2024,A00,01,01,,24.35,108
THPTQG,2024,A00,01,01,,24.4,122
THPTQG,2024,A00,01,01,,24.45,117
THPTQG,2024,A00,01,01,,24.5,111
THPTQG,2024,A00,01,01,,24.55,129
THPTQG,2024,A00,01,01,,24.6,100
THPTQG,2024,A00,01,01,,24.65,126
THPTQG,2024,A00,01,01,,24.7,119
THPTQG,2024,A00,01,01,,24.75,114
THPTQG,2024,A00,01,01,,24.8,105
THPTQG,2024,A00,01,01,,24.85,114
THPTQG,2024,A00,01,01,,24.9,113
THPTQG,2024,A00,01,01,,24.95,107
THPTQG,2024,A00,01,01,,25.0,85
THPTQG,2024,A00,01,01,,25.05,89
THPTQG,2024,A00,01,01,,25.1,108
THPTQG,2024,A00,01,01,,25.15,120
THPTQG,2024,A00,01,01,,25.2,100
THPTQG,2024,A00,01,01,,25.25,78
THPTQG,2024,A00,01,01,,25.3,72
THPTQG,2024,A00,01,01,,25.35,84
THPTQG,2024,A00,01,01,,25.4,110
THPTQG,2024,A00,01,01,,25.45,93
THPTQG,2024,A00,01,01,,25.5,74
THPTQG,2024,A00,01,01,,25.55,89
THPTQG,2024,A00,01,01,,25.6,97
THPTQG,2024,A00,01,01,,25.65,87
THPTQG,2024,A00,01,01,,25.7,74
THPTQG,2024,A00,01,01,,25.75,61
THPTQG,2024,A00,01,01,,25.8,56
THPTQG,2024,A00,01,01,,25.85,86
THPTQG,2024,A00,01,01,,25.9,71
THPTQG,2024,A00,01,01,,25.95,65
THPTQG,2024,A00,01,01,,26.0,57
THPTQG,2024,A00,01,01,,26.05,64
THPTQG,2024,A00,01,01,,26.1,62
THPTQG,2024,A00,01,01,,26.15,66
THPTQG,2024,A00,01,01,,26.2,58
THPTQG,2024,A00,01,01,,26.25,38
THPTQG,2024,A00,01,01,,26.3,58
THPTQG,2024,A00,01,01,,26.35,53
THPTQG,2024,A00,01,01,,26.4,50
THPTQG,2024,A00,01,01,,26.45,29
THPTQG,2024,A00,01,01,,26.5,45
THPTQG,2024,A00,01,01,,26.55,57
THPTQG,2024,A00,01,01,,26.6,39
THPTQG,2024,A00,01,01,,26.65,40
THPTQG,2024,A00,01,01,,26.7,34
THPTQG,2024,A00,01,01,,26.75,34
THPTQG,2024,A00,01,01,,26.8,44
THPTQG,2024,A00,01,01,,26.85,34
THPTQG,2024,A00,01,01,,26.9,21
THPTQG,2024,A00,01,01,,26.95,14
THPTQG,2024,A00,01,01,,27.0,31
THPTQG,2024,A00,01,01,,27.05,32
THPTQG,2024,A00,01,01,,27.1,24
THPTQG,2024,A00,01,01,,27.15,18
THPTQG,2024,A00,01,01,,27.2,14
THPTQG,2024,A00,01,01,,27.25,26
THPTQG,2024,A00,01,01,,27.3,23
THPTQG,2024,A00,01,01,,27.35,22
THPTQG,2024,A00,01,01,,27.4,14
THPTQG,2024,A00,01,01,,27.45,20
THPTQG,2024,A00,01,01,,27.5,29
THPTQG,2024,A00,01,01,,27.55,12
THPTQG,2024,A00,01,01,,27.6,19
THPTQG,2024,A00,01,01,,27.65,7
THPTQG,2024,A00,01,01,,27.7,12
THPTQG,2024,A00,01,01,,27.75,15
THPTQG,2024,A00,01,01,,27.8,8
THPTQG,2024,A00,01,01,,27.85,10
THPTQG,2024,A00,01,01,,27.9,4
THPTQG,2024,A00,01,01,,27.95,8
THPTQG,2024,A00,01,01,,28.0,10
THPTQG,2024,A00,01,01,,28.05,5
THPTQG,2024,A00,01,01,,28.1,2
THPTQG,2024,A00,01,01,,28.15,9
THPTQG,2024,A00,01,01,,28.2,4
THPTQG,2024,A00,01,01,,28.25,7
THPTQG,2024,A00,01,01,,28.3,2
THPTQG,2024,A00,01,01,,28.35,4
THPTQG,2024,A00,01,01,,28.4,2
THPTQG,2024,A00,01,01,,28.45,2
THPTQG,2024,A00,01,01,,28.5,3
THPTQG,2024,A00,01,01,,28.55,2
THPTQG,2024,A00,01,01,,28.6,5
THPTQG,2024,A00,01,01,,28.65,3
THPTQG,2024,A00,01,01,,28.7,5
THPTQG,2024,A00,01,01,,28.75,1
THPTQG,2024,A00,01,01,,28.85,1
THPTQG,2024,A00,01,01,,28.9,3
THPTQG,2024,A00,01,01,,29.1,1
THPTQG,2024,A00,01,01,,29.15,1
THPTQG,2024,A00,02,79,,2.4,1
THPTQG,2024,A00,02,79,,4.55,1
THPTQG,2024,A00,02,79,,5.25,1
THPTQG,2024,A00,02,79,,5.7,1
THPTQG,2024,A00,02,79,,6.25,1
THPTQG,2024,A00,02,79,,6.8,2
THPTQG,2024,A00,02,79,,7.0,1
THPTQG,2024,A00,02,79,,7.05,1
THPTQG,2024,A00,02,79,,7.1,1
THPTQG,2024,A00,02,79,,7.35,1
THPTQG,2024,A00,02,79,,7.45,1
THPTQG,2024,A00,02,79,,7.6,2
THPTQG,2024,A00,02,79,,7.65,2
THPTQG,2024,A00,02,79,,7.75,1
THPTQG,2024,A00,02,79,,7.9,1
THPTQG,2024,A00,02,79,,7.95,1
THPTQG,2024,A00,02,79,,8.0,1
THPTQG,2024,A00,02,79,,8.05,1
THPTQG,2024,A00,02,79,,8.1,3
THPTQG,2024,A00,02,79,,8.25,2
THPTQG,2024,A00,02,79,,8.4,1
THPTQG,2024,A00,02,79,,8.45,2
THPTQG,2024,A00,02,79,,8.65,1
THPTQG,2024,A00,02,79,,8.7,1
THPTQG,2024,A00,02,79,,8.75,1
THPTQG,2024,A00,02,79,,8.8,1
THPTQG,2024,A00,02,79,,8.85,2
THPTQG,2024,A00,02,79,,8.9,1
THPTQG,2024,A00,02,79,,9.0,2
THPTQG,2024,A00,02,79,,9.05,2
THPTQG,2024,A00,02,79,,9.1,2
THPTQG,2024,A00,02,79,,9.15,3
THPTQG,2024,A00,02,79,,9.25,3
THPTQG,2024,A00,02,79,,9.3,4
THPTQG,2024,A00,02,79,,9.35,1
THPTQG,2024,A00,02,79,,9.4,1
THPTQG,2024,A00,02,79,,9.45,4
THPTQG,2024,A00,02,79,,9.55,2
THPTQG,2024,A00,02,79,,9.6,2
THPTQG,2024,A00,02,79,,9.65,4
THPTQG,2024,A00,02,79,,9.7,3
THPTQG,2024,A00,02,79,,9.75,2
THPTQG,2024,A00,02,79,,9.8,9
THPTQG,2024,A00,02,79,,9.9,4
THPTQG,2024,A00,02,79,,9.95,5
THPTQG,2024,A00,02,79,,10.0,4
THPTQG,2024,A00,02,79,,10.05,3
THPTQG,2024,A00,02,79,,10.1,5
THPTQG,2024,A00,02,79,,10.15,8
THPTQG,2024,A00,02,79,,10.2,6
THPTQG,2024,A00,02,79,,10.25,5
THPTQG,2024,A00,02,79,,10.3,5
THPTQG,2024,A00,02,79,,10.35,2
THPTQG,2024,A00,02,79,,10.4,11
THPTQG,2024,A00,02,79,,10.45,5
THPTQG,2024,A00,02,79,,10.5,6
THPTQG,2024,A00,02,79,,10.55,4
THPTQG,2024,A00,02,79,,10.6,8
THPTQG,2024,A00,02,79,,10.65,4
THPTQG,2024,A00,02,79,,10.7,9
THPTQG,2024,A00,02,79,,10.75,16
THPTQG,2024,A00,02,79,,10.8,7
THPTQG,2024,A00,02,79,,10.85,7
THPTQG,2024,A00,02,79,,10.9,8
THPTQG,2024,A00,02,79,,10.95,10
THPTQG,2024,A00,02,79,,11.0,13
THPTQG,2024,A00,02,79,,11.05,3
THPTQG,2024,A00,02,79,,11.1,10
THPTQG,2024,A00,02,79,,11.15,10
THPTQG,2024,A00,02,79,,11.2,7
THPTQG,2024,A00,02,79,,11.25,10
THPTQG,2024,A00,02,79,,11.3,12
THPTQG,2024,A00,02,79,,11.35,14
THPTQG,2024,A00,02,79,,11.4,8
THPTQG,2024,A00,02,79,,11.45,11
THPTQG,2024,A00,02,79,,11.5,20
THPTQG,2024,A00,02,79,,11.55,19
THPTQG,2024,A00,02,79,,11.6,17
THPTQG,2024,A00,02,79,,11.65,22
THPTQG,2024,A00,02,79,,11.7,19
THPTQG,2024,A00,02,79,,11.75,14
THPTQG,2024,A00,02,79,,11.8,8
THPTQG,2024,A00,02,79,,11.85,16
THPTQG,2024,A00,02,79,,11.9,16
THPTQG,2024,A00,02,79,,11.95,13
THPTQG,2024,A00,02,79,,12.0,17
THPTQG,2024,A00,02,79,,12.05,18
THPTQG,2024,A00,02,79,,12.1,18
THPTQG,2024,A00,02,79,,12.15,19
THPTQG,2024,A00,02,79,,12.2,29
THPTQG,2024,A00,02,79,,12.25,30
THPTQG,2024,A00,02,79,,12.3,25
THPTQG,2024,A00,02,79,,12.35,23
THPTQG,2024,A00,02,79,,12.4,28
THPTQG,2024,A00,02,79,,12.45,32
THPTQG,2024,A00,02,79,,12.5,31
THPTQG,2024,A00,02,79,,12.55,25
THPTQG,2024,A00,02,79,,12.6,17
THPTQG,2024,A00,02,79,,12.65,24
THPTQG,2024,A00,02,79,,12.7,26
THPTQG,2024,A00,02,79,,12.75,35
THPTQG,2024,A00,02,79,,12.8,21
THPTQG,2024,A00,02,79,,12.85,32
THPTQG,2024,A00,02,79,,12.9,36
THPTQG,2024,A00,02,79,,12.95,29
THPTQG,2024,A00,02,79,,13.0,45
THPTQG,2024,A00,02,79,,13.05,33
THPTQG,2024,A00,02,79,,13.1,35
THPTQG,2024,A00,02,79,,13.15,23
THPTQG,2024,A00,02,79,,13.2,38
THPTQG,2024,A00,02,79,,13.25,34
THPTQG,2024,A00,02,79,,13.3,43
THPTQG,2024,A00,02,79,,13.35,41
THPTQG,2024,A00,02,79,,13.4,41
THPTQG,2024,A00,02,79,,13.45,41
THPTQG,2024,A00,02,79,,13.5,47
THPTQG,2024,A00,02,79,,13.55,53
THPTQG,2024,A00,02,79,,13.6,42
THPTQG,2024,A00,02,79,,13.65,45
THPTQG,2024,A00,02,79,,13.7,42
THPTQG,2024,A00,02,79,,13.75,48
THPTQG,2024,A00,02,79,,13.8,44
THPTQG,2024,A00,02,79,,13.85,63
THPTQG,2024,A00,02,79,,13.9,59
THPTQG,2024,A00,02,79,,13.95,57
THPTQG,2024,A00,02,79,,14.0,62
THPTQG,2024,A00,02,79,,14.05,65
THPTQG,2024,A00,02,79,,14.1,72
THPTQG,2024,A00,02,79,,14.15,47
THPTQG,2024,A00,02,79,,14.2,66
THPTQG,2024,A00,02,79,,14.25,51
THPTQG,2024,A00,02,79,,14.3,81
THPTQG,2024,A00,02,79,,14.35,70
THPTQG,2024,A00,02,79,,14.4,63
THPTQG,2024,A00,02,79,,14.45,75
THPTQG,2024,A00,02,79,,14.5,78
THPTQG,2024,A00,02,79,,14.55,77
THPTQG,2024,A00,02,79,,14.6,66
THPTQG,2024,A00,02,79,,14.65,69
THPTQG,2024,A00,02,79,,14.7,81
THPTQG,2024,A00,02,79,,14.75,83
THPTQG,2024,A00,02,79,,14.8,89
THPTQG,2024,A00,02,79,,14.85,75
THPTQG,2024,A00,02,79,,14.9,96
THPTQG,2024,A00,02,79,,14.95,80
THPTQG,2024,A00,02,79,,15.0,97
THPTQG,2024,A00,02,79,,15.05,64
THPTQG,2024,A00,02,79,,15.1,83
THPTQG,2024,A00,02,79,,15.15,83
THPTQG,2024,A00,02,79,,15.2,85
THPTQG,2024,A00,02,79,,15.25,99
THPTQG,2024,A00,02,79,,15.3,86
THPTQG,2024,A00,02,79,,15.35,101
THPTQG,2024,A00,02,79,,15.4,97
THPTQG,2024,A00,02,79,,15.45,104
THPTQG,2024,A00,02,79,,15.5,102
THPTQG,2024,A00,02,79,,15.55,88
THPTQG,2024,A00,02,79,,15.6,102
THPTQG,2024,A00,02,79,,15.65,111
THPTQG,2024,A00,02,79,,15.7,116
THPTQG,2024,A00,02,79,,15.75,89
THPTQG,2024,A00,02,79,,15.8,113
THPTQG,2024,A00,02,79,,15.85,106
THPTQG,2024,A00,02,79,,15.9,123
THPTQG,2024,A00,02,79,,15.95,101
THPTQG,2024,A00,02,79,,16.0,123
THPTQG,2024,A00,02,79,,16.05,135
THPTQG,2024,A00,02,79,,16.1,134
THPTQG,2024,A00,02,79,,16.15,128
THPTQG,2024,A00,02,79,,16.2,120
THPTQG,2024,A00,02,79,,16.25,126
THPTQG,2024,A00,02,79,,16.3,129
THPTQG,2024,A00,02,79,,16.35,106
THPTQG,2024,A00,02,79,,16.4,129
THPTQG,2024,A00,02,79,,16.45,123
THPTQG,2024,A00,02,79,,16.5,128
THPTQG,2024,A00,02,79,,16.55,154
THPTQG,2024,A00,02,79,,16.6,127
THPTQG,2024,A00,02,79,,16.65,138
THPTQG,2024,A00,02,79,,16.7,139
THPTQG,2024,A00,02,79,,16.75,143
THPTQG,2024,A00,02,79,,16.8,166
THPTQG,2024,A00,02,79,,16.85,155
THPTQG,2024,A00,02,79,,16.9,150
THPTQG,2024,A00,02,79,,16.95,147
THPTQG,2024,A00,02,79,,17.0,174
THPTQG,2024,A00,02,79,,17.05,176
THPTQG,2024,A00,02,79,,17.1,162
THPTQG,2024,A00,02,79,,17.15,150
THPTQG,2024,A00,02,79,,17.2,172
THPTQG,2024,A00,02,79,,17.25,176
THPTQG,2024,A00,02,79,,17.3,177
THPTQG,2024,A00,02,79,,17.35,177
THPTQG,2024,A00,02,79,,17.4,182
