ma_truong,ma_nganh,ten_nganh,nam
DHP,7510102,Công nghệ kỹ thuật công trình xây dựng,2018
DHP,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DHP,7510406,Công nghệ kỹ thuật môi trường,2018
DHP,7620101,Nông nghiệp,2018
DHQ,7210403,Thiết kế đồ họa,2018
DHQ,7220201,Ngôn ngữ Anh,2018
DHQ,7340101,Quản trị kinh doanh,2018
DHQ,7480201,Công nghệ thông tin,2018
DHQ,7510406,Công nghệ kỹ thuật môi trường,2018
DHQ,7520201,Kỹ thuật điện,2018
DHQ,7580201,Kỹ thuật Xây dựng,2018
DHQ,7580301,Kinh tế,2018
DHQ,7810101,Du lịch,2018
DHS,7140201,Giáo dục Mầm non,2018
DHS,7140202,Giáo dục Tiểu học,2018
DHS,7140205,Giáo dục Chính trị,2018
DHS,7140208,Giáo dục Quốc phòng - An ninh,2018
DHS,7140209,Sư phạm Toán học,2018
DHS,7140210,Sư phạm Tin học,2018
DHS,7140211,Sư phạm Vật lý,2018
DHS,7140212,Sư phạm Hóa học,2018
DHS,7140213,Sư phạm Sinh học,2018
DHS,7140217,Sư phạm Ngữ văn,2018
DHS,7140218,Sư phạm Lịch sử,2018
DHS,7140219,Sư phạm Địa lý,2018
DHS,7310403,Tâm lý học,2018
DHS,T140211,Vật lí,2018
DHT,7220104,Hán Nôm,2018
DHT,7229001,Triết học,2018
DHT,7229010,Lịch sử,2018
DHT,7229020,Ngôn ngữ học,2018
DHT,7229030,Văn học,2018
DHT,7310205,Quản lý nhà nước,2018
DHT,7310301,Xã hội học,2018
DHT,7310608,Đông phương học,2018
DHT,7320101,Báo chí,2018
DHT,7320109,Truyền thông số,2018
DHT,7320111,Truyền thông số,2018
DHT,7420101,Sinh học,2018
DHT,7420201,Công nghệ sinh học,2018
DHT,7440102,Vật lí học,2018
DHT,7440112,Hoá học,2018
DHT,7440201,Địa chất học,2018
DHT,7440217,Địa lý tự nhiên,2018
DHT,7440301,Khoa học môi trường,2018
DHT,7460101,Toán học,2018
DHT,7460112,Toán ứng dụng,2018
DHT,7480103,Kỹ thuật phần mềm,2018
DHT,7480107,Quản trị và phân tích dữ liệu,2018
DHT,7480201,Công nghệ thông tin,2018
DHT,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2018
DHT,7510401,Công nghệ kỹ thuật hoá học,2018
DHT,7520501,Kỹ thuật địa chất,2018
DHT,7520503,Kỹ thuật trắc địa - Bản đồ,2018
DHT,7580101,Kiến trúc,2018
DHT,7580211,Địa kỹ thuật xây dựng,2018
DHT,7760101,Công tác xã hội,2018
DHT,7850101,Quản lý tài nguyên và môi trường,2018
DHT,7850104,"Quản lý an toàn, sức khỏe và môi trường",2018
DHV,7220201,Ngôn ngữ Anh,2018
DHV,7220204,Ngôn ngữ Trung Quốc,2018
DHV,7220209,Ngôn ngữ Nhật,2018
DHV,7340101,Quản trị kinh doanh,2018
DHV,7340201,Tài chính - Ngân hàng,2018
DHV,7340301,Kế toán,2018
DHV,7480201,Công nghệ thông tin,2018
DHV,7720802,Quản trị bệnh viện,2018
DHV,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DHY,7720101,Y khoa,2018
DHY,7720110,Y học dự phòng,2018
DHY,7720115,Y học cổ truyền,2018
DHY,7720201,Dược học,2018
DHY,7720301,Điều dưỡng,2018
DHY,7720501,Răng - Hàm - Mặt,2018
DHY,7720601,Kỹ thuật xét nghiệm y học,2018
DHY,7720602,Kỹ thuật hình ảnh y học,2018
DHY,7720701,Y tế công cộng,2018
DKB,7340101,Quản trị kinh doanh,2018
DKB,7340201,Tài chính - Ngân hàng,2018
DKB,7340301,Kế toán,2018
DKB,7340406,Quản trị văn phòng,2018
DKB,7480201,Công nghệ thông tin,2018
DKB,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DKB,7580205,Kỹ thuật xây dựng,2018
DKC,7210403,Thiết kế đồ họa,2018
DKC,7210404,Thiết kế thời trang,2018
DKC,7220201,Ngôn ngữ Anh,2018
DKC,7220209,Ngôn ngữ Nhật,2018
DKC,7310401,Tâm lý học,2018
DKC,7310608,Đông phương học,2018
DKC,7320104,Truyền thông đa phương tiện,2018
DKC,7340101,Quản trị kinh doanh,2018
DKC,7340115,Marketing,2018
DKC,7340120,Kinh doanh quốc tế,2018
DKC,7340201,Tài chính - Ngân hàng,2018
DKC,7340301,Kế toán,2018
DKC,7340405,Hệ thống thông tin quản lý,2018
DKC,7380107,Luật,2018
DKC,7420201,Công nghệ sinh học,2018
DKC,7480201,Công nghệ thông tin,2018
DKC,7480202,An toàn thông tin,2018
DKC,7510205,Công nghệ kỹ thuật ô tô,2018
DKC,7520103,Kỹ thuật cơ khí,2018
DKC,7520114,Kỹ thuật cơ điện tử,2018
DKC,7520201,Kỹ thuật điện,2018
DKC,7520207,Kỹ thuật điện tử - viễn thông,2018
DKC,7520212,Kỹ thuật y sinh,2018
DKC,7520216,Kỹ thuật điều khiển và tự động hoá,2018
DKC,7520320,Kỹ thuật môi trường,2018
DKC,7540101,Công nghệ thực phẩm,2018
DKC,7540204,"Công nghệ dệt, may",2018
DKC,7580101,Kiến trúc,2018
DKC,7580108,Thiết kế nội thất,2018
DKC,7580201,Kỹ thuật xây dựng,2018
DKC,7580205,Kỹ thuật xây dựng,2018
DKC,7580301,Kinh tế xây dựng,2018
DKC,7580302,Quản lý xây dựng,2018
DKC,7640101,Thú y,2018
DKC,7720201,Dược học,2018
DKC,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DKC,7810201,Quản trị khách sạn,2018
DKC,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2018
DKH,7720201,Dược học,2018
DKK,7340101,Quản trị kinh doanh,2018
DKK,7340121,Kinh doanh thương mại,2018
DKK,7340201,Tài chính - Ngân hàng,2018
DKK,7340301,Kế toán,2018
DKK,7480102,Mạng máy tính và Truyền thông dữ liệu,2018
DKK,7480201,Công nghệ thông tin,2018
DKK,7510201,Công nghệ kỹ thuật cơ khí,2018
DKK,7510203,Công nghệ kỹ thuật cơ điện tử,2018
DKK,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DKK,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2018
DKK,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2018
DKK,7540101,Công nghệ thực phẩm,2018
DKK,7540202,"Công nghệ sợi, dệt",2018
DKK,7540204,"Công nghệ dệt, may",2018
DKQ,7340101,Quản trị kinh doanh,2018
DKQ,7340120,Kinh doanh quốc tế,2018
DKQ,7340120H,Kinh doanh quốc tế,2018
DKQ,7340201,Tài chính - Ngân hàng,2018
DKQ,7340201H,Tài chính - Ngân hàng,2018
DKQ,7340301,Kế toán,2018
DKQ,7340301H,Kế toán,2018
DKQ,7340302,Khoa học máy tính,2018
DKQ,7380107,Luật,2018
DKQ,7380107H,Luật,2018
DKS,51140201,Giáo dục Mầm non,2018
DKS,51140202,Giáo dục Tiểu học,2018
DKS,7140201,Giáo dục Mầm non,2018
DKS,7140202,Giáo dục Tiểu học,2018
DKS,7140205,Giáo dục Chính trị,2018
DKS,7140206,Giáo dục Thể chất,2018
DKS,7140209,Sư phạm Toán học,2018
DKS,7140211,Sư phạm Vật lý,2018
DKS,7140212,Sư phạm Hóa học,2018
DKS,7140217,Sư phạm Ngữ văn,2018
DKS,7140219,Sư phạm Địa lý,2018
DKS,7140231,Sư phạm Tiếng Anh,2018
DKS,7220201,Ngôn ngữ Anh,2018
DKS,7220204,Ngôn ngữ Trung Quốc,2018
DKS,7229030,Văn học,2018
DKS,7310101,Kinh tế,2018
DKS,7310630,Việt Nam học,2018
DKS,7340101,Quản trị kinh doanh,2018
DKS,7340201,Tài chính - Ngân hàng,2018
DKS,7340301,Kế toán,2018
DKS,7380101,Luật,2018
DKS,7420201,Công nghệ sinh học,2018
DKS,7480201,Công nghệ thông tin,2018
DKS,7510103,Công nghệ kỹ thuật xây dựng,2018
DKS,7510202,Công nghệ chế tạo máy,2018
DKS,7510203,Công nghệ kỹ thuật cơ điện tử,2018
DKS,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DKS,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2018
DKS,7580101,Kiến trúc,2018
DKS,7620110,Khoa học cây trồng,2018
DKS,7760101,Công tác xã hội,2018
DKT,7220201,Ngôn ngữ Anh,2018
DKT,7310101,Kinh tế,2018
DKT,7310201,Chính trị học,2018
DKT,7340101,Quản trị kinh doanh,2018
DKT,7340201,Tài chính - Ngân hàng,2018
DKT,7340301,Kế toán,2018
DKT,7340406,Quản trị văn phòng,2018
DKT,7480201,Công nghệ thông tin,2018
DKT,7520201,Kỹ thuật điện,2018
DKT,7620105,Chăn nuôi,2018
DKT,7620116,Phát triển nông thôn,2018
DKT,7810103,Quản trị du lịch và lữ hành,2018
DLH,7220201,Ngôn ngữ Anh,2018
DLH,7220204,Ngôn ngữ Trung Quốc,2018
DLH,7310101,Kinh tế,2018
DLH,7310608,Đông phương học,2018
DLH,7310630,Việt Nam học,2018
DLH,7340101,Quản trị kinh doanh,2018
DLH,7340201,Tài chính - Ngân hàng,2018
DLH,7340301,Kế toán,2018
DLH,7380107,Luật,2018
DLH,7420201,Công nghệ sinh học,2018
DLH,7440301,Khoa học môi trường,2018
DLH,7480201,Công nghệ thông tin,2018
DLH,7510102,Công nghệ kỹ thuật công trình xây dựng,2018
DLH,7510201,Công nghệ kỹ thuật cơ khí,2018
DLH,7510205,Công nghệ kỹ thuật ô tô,2018
DLH,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DLH,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2018
DLH,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2018
DLH,7510401,Công nghệ kỹ thuật hoá học,2018
DLH,7540101,Công nghệ thực phẩm,2018
DLH,7720201,Dược học,2018
DLS,7310101,Kinh tế,2018
DLS,7310401,Tâm lý học,2018
DLS,7340101,Quản trị kinh doanh,2018
DLS,7340204,Bảo hiểm,2018
DLS,7340301,Kế toán,2018
DLS,7340404,Quản trị nhân lực,2018
DLS,7380107,Luật,2018
DLS,7760101,Công tác xã hội,2018
DLX,7310101,Kinh tế,2018
DLX,7310401,Tâm lý học,2018
DLX,7340101,Quản trị kinh doanh,2018
DLX,7340204,Bảo hiểm,2018
DLX,7340301,Kế toán,2018
DLX,7340404,Quản trị nhân lực,2018
DLX,7380107,Luật,2018
DLX,7760101,Công tác xã hội,2018
DMS,7340101,Quản trị kinh doanh,2018
DMS,7340115,Marketing,2018
DMS,7340116,Bất động sản,2018
DMS,7340120,Kinh doanh quốc tế,2018
DMS,7340201,Tài chính - Ngân hàng,2018
DMS,7340301,Kế toán,2018
DMS,7340405,Hệ thống thông tin quản lý,2018
DMS,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DMS,7810201,Quản trị khách sạn,2018
DMS,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2018
DMT,7340101,Quản trị kinh doanh,2018
DMT,7340301,Kế toán,2018
DMT,7340301PH,Kế toán,2018
DMT,7380101,Luật,2018
DMT,7440221,Khí tượng và khí hậu học,2018
DMT,7440224,Thuỷ văn học,2018
DMT,7440298,Biến đổi khí hậu và Phát triển bền vững,2018
DMT,7440299,Khí tượng thủy văn biển,2018
DMT,7480201,Công nghệ thông tin,2018
DMT,7510406,Công nghệ kỹ thuật môi trường,2018
DMT,7520501,Kỹ thuật địa chất,2018
DMT,7520503,Kỹ thuật trắc địa - bản đồ,2018
DMT,7620103,Khoa học đất,2018
DMT,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DMT,7850101,Quản lý tài nguyên và môi trường,2018
DMT,7850102,Kinh tế,2018
DMT,7850103,Quản lý đất đai,2018
DMT,7850103PH,Quản lý đất đai,2018
DMT,7850198,Quản lý tài nguyên nước,2018
DMT,7850199,Quản lý biển,2018
DNT,7220201,Ngôn ngữ Anh,2018
DNT,7220204,Ngôn ngữ Trung Quốc,2018
DNT,7310206,Quan hệ quốc tế,2018
DNT,7310608,Đông phương học,2018
DNT,7340101,Quản trị kinh doanh,2018
DNT,7340120,Kinh doanh quốc tế,2018
DNT,7340201,Tài chính - Ngân hàng,2018
DNT,7340301,Kế toán,2018
DNT,7380107,Luật,2018
DNT,7480201,Công nghệ thông tin,2018
DNT,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DNT,7810201,Quản trị khách sạn,2018
DNV,7229040-01,Văn hóa Du lịch,2018
DNV,7229040-02,Văn hóa Truyền thông,2018
DNV,7229040-03,Văn hóa Doanh nghiệp,2018
DNV,7229040D-01,Văn hóa Du lịch,2018
DNV,7229042,Quản lý văn hoá,2018
DNV,7229042D,Quản lý văn hoá,2018
DNV,7310201,Chính trị học,2018
DNV,7310201-01,Chính sách công,2018
DNV,7310201D-01,Chính sách công,2018
DNV,7310202,Xây dựng Đảng và chính quyền nhà nước,2018
DNV,7310205,Quản lý nhà nước,2018
DNV,7310205-01,Quản lý nhà nước,2018
DNV,7310205-02,Quản lí tài chính công,2018
DNV,7310205-03,Quản lý nhà nước,2018
DNV,7310205-04,Thanh tra,2018
DNV,7310205D,Quản lý nhà nước,2018
DNV,7320201,Thông tin - thư viện,2018
DNV,7320303,Lưu trữ học,2018
DNV,7340404,Quản trị nhân lực,2018
DNV,7340404D,Quản trị nhân lực,2018
DNV,7340406,Quản trị văn phòng,2018
DNV,7340406D,Quản trị văn phòng,2018
DNV,7380101,Luật,2018
DNV,7380101D,Luật,2018
DNV,7380101H,Luật,2018
DNV,7480104,Hệ thống thông tin,2018
DNV,7480104D,Hệ thống thông tin,2018
DPC,7220201,Ngôn ngữ Anh,2018
DPC,7220204,Ngôn ngữ Trung Quốc,2018
DPC,7310630,Việt Nam học,2018
DPC,7340101,Quản trị kinh doanh,2018
DPC,7480201,Công nghệ thông tin,2018
DPC,7720101,Y khoa,2018
DPD,51140201,Giáo dục Mầm non,2018
DPD,51140202,Giáo dục Tiểu học,2018
DPD,51140209,Sư phạm Toán học,2018
DPD,51140210,Sư phạm Tin học,2018
DPD,51140211,Sư phạm Vật lý,2018
DPD,51140212,Sư phạm Hóa học,2018
DPD,51140217,Sư phạm Ngữ văn,2018
DPD,51140218,Sư phạm Lịch sử,2018
DPD,51140219,Sư phạm Địa lý,2018
DPD,51140221,Sư phạm Âm nhạc,2018
DPD,51140231,Sư phạm Tiếng Anh,2018
DPD,7140211,Sư phạm Vật lý,2018
DPD,7140217,Sư phạm Ngữ văn,2018
DPD,7140231,Sư phạm Tiếng Anh,2018
DPD,7220201,Ngôn ngữ Anh,2018
DPD,7220204,Ngôn ngữ Trung Quốc,2018
DPD,7220209,Ngôn ngữ Nhật,2018
DPD,7310105,Kinh tế,2018
DPD,7310630,Việt Nam học,2018
DPD,7340101,Quản trị kinh doanh,2018
DPD,7340201,Tài chính - Ngân hàng,2018
DPD,7340301,Kế toán,2018
DPD,7340406,Quản trị văn phòng,2018
DPD,7420201,Công nghệ sinh học,2018
DPD,7420203,Sinh học ứng dụng,2018
DPD,7480201,Công nghệ thông tin,2018
DPD,7510201,Công nghệ kỹ thuật cơ khí,2018
DPD,7510203,Công nghệ kỹ thuật cơ điện tử,2018
DPD,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DPD,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2018
DPD,7510406,Công nghệ kỹ thuật môi trường,2018
DPD,7520114,Kỹ thuật cơ điện tử,2018
DPD,7520207,Kỹ thuật điện tử - viễn thông,2018
DPD,7580101,Kiến trúc,2018
DPD,7580201,Kỹ thuật xây dựng,2018
DPD,7580205,Kỹ thuật xây dựng,2018
DPD,7580301,Kinh tế,2018
DPD,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DPT,7220201,Ngôn ngữ Anh,2018
DPT,7340101,Quản trị kinh doanh,2018
DPT,7340120,Kinh doanh quốc tế,2018
DPT,7340201,Tài chính - Ngân hàng,2018
DPT,7340301,Kế toán,2018
DPT,7380107,Luật,2018
DPT,7480201,Công nghệ thông tin,2018
DPT,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DPT,7810201,Quản trị khách sạn,2018
DPY,51140201,Giáo dục Mầm non,2018
DPY,7140201,Giáo dục Mầm non,2018
DPY,7140202,Giáo dục Tiểu học,2018
DPY,7140209,Sư phạm Toán học,2018
DPY,7140210,Sư phạm Tin học,2018
DPY,7140212,Sư phạm Hóa học,2018
DPY,7140213,Sư phạm Sinh học,2018
DPY,7140217,Sư phạm Ngữ văn,2018
DPY,7140218,Sư phạm Lịch sử,2018
DPY,7140231,Sư phạm Tiếng Anh,2018
DQB,51140201,Giáo dục Mầm non,2018
DQB,51140202,Giáo dục Tiểu học,2018
DQB,6220103,Việt Nam học,2018
DQB,6220206,Tiếng Anh,2018
DQB,6220209,Tiếng Trung Quốc,2018
DQB,6340301,Kế toán,2018
DQB,6340404,Quản trị kinh doanh,2018
DQB,6480201,Công nghệ thông tin,2018
DQB,6510303,"Công nghệ kỹ thuật điện, điện tử",2018
DQB,6620119,Chăn nuôi,2018
DQB,6620303,Nuôi trồng thuỷ sản,2018
DQB,7140201,Giáo dục Mầm non,2018
DQB,7140202,Giáo dục Tiểu học,2018
DQB,7140205,Giáo dục Chính trị,2018
DQB,7140209,Sư phạm Toán học,2018
DQB,7140212,Sư phạm Hóa học,2018
DQB,7140217,Sư phạm Ngữ văn,2018
DQB,7140218,Sư phạm Lịch sử,2018
DQB,7220201,Ngôn ngữ Anh,2018
DQB,7310501,Địa lý học,2018
DQB,7340101,Quản trị kinh doanh,2018
DQB,7340301,Kế toán,2018
DQB,7340405,Hệ thống thông tin quản lý,2018
DQB,7380101,Luật,2018
DQB,7480103,Kỹ thuật phần mềm,2018
DQB,7480201,Công nghệ thông tin,2018
DQB,7520201,Kỹ thuật điện,2018
DQB,7620116,Phát triển nông thôn,2018
DQB,7620201,Lâm học,2018
DQB,7620211,Quản lý tài nguyên rừng,2018
DQB,7850101,Quản lý tài nguyên và môi trường,2018
DQK,7210402,Thiết kế công nghiệp,2018
DQK,7210403,Thiết kế đồ họa,2018
DQK,7220201,Ngôn ngữ Anh,2018
DQK,7220202,Ngôn ngữ Nga,2018
DQK,7220204,Ngôn ngữ Trung Quốc,2018
DQK,7310205,Quản lý nhà nước,2018
DQK,7340101,Quản trị kinh doanh,2018
DQK,7340120,Kinh doanh quốc tế,2018
DQK,7340201,Tài chính - Ngân hàng,2018
DQK,7340301,Kế toán,2018
DQK,7380107,Luật,2018
DQK,7480201,Công nghệ thông tin,2018
DQK,7510203,Công nghệ kỹ thuật cơ điện tử,2018
DQK,7510205,Công nghệ kỹ thuật ô tô,2018
DQK,7510301,"Công nghệ kỹ thuật điện, điện tử",2018
DQK,7510406,Công nghệ kỹ thuật môi trường,2018
DQK,7580101,Kiến trúc,2018
DQK,7580108,Thiết kế nội thất,2018
DQK,7580201,Kỹ thuật xây dựng,2018
DQK,7720101,Y khoa,2018
DQK,7720201,Dược học,2018
DQK,7720301,Điều dưỡng,2018
DQK,7720501,Răng - Hàm - Mặt,2018
DQK,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DQK,7850101,Quản lý tài nguyên và môi trường,2018
DQN,7140114,Quản lý giáo dục,2018
DQN,7140201,Giáo dục Mầm non,2018
DQN,7140202,Giáo dục Tiểu học,2018
DQN,7140205,Giáo dục Chính trị,2018
DQN,7140206,Giáo dục Thể chất,2018
DQN,7140209,Sư phạm Toán học,2018
DQN,7140210,Sư phạm Tin học,2018
DQN,7140211,Sư phạm Vật lý,2018
DQN,7140212,Sư phạm Hóa học,2018
DQN,7140213,Sư phạm Sinh học,2018
DQN,7140217,Sư phạm Ngữ văn,2018
DQN,7140218,Sư phạm Lịch sử,2018
DQN,7140219,Sư phạm Địa lý,2018
DQN,7140231,Sư phạm Tiếng Anh,2018
DQN,7220201,Ngôn ngữ Anh,2018
DQN,7229010,Lịch sử,2018
DQN,7229030,Văn học,2018
DQN,7310101,Kinh tế,2018
DQN,7310205,Quản lý nhà nước,2018
DQN,7310403,Tâm lý học,2018
DQN,7310608,Đông phương học,2018
DQN,7310630,Việt Nam học,2018
DQN,7340101,Quản trị kinh doanh,2018
DQN,7340201,Tài chính - Ngân hàng,2018
DQN,7340301,Kế toán,2018
DQN,7380101,Luật,2018
DQN,7420101,Sinh học,2018
DQN,7420203,Sinh học ứng dụng,2018
DQN,7440102,Vật lý học,2018
DQN,7440112,Hoá học,2018
DQN,7440217,Địa lý tự nhiên,2018
DQN,7460101,Toán học,2018
DQN,7460112,Toán ứng dụng,2018
DQN,7460201,Thống kê,2018
DQN,7480103,Kỹ thuật phần mềm,2018
DQN,7480201,Công nghệ thông tin,2018
DQN,7510103,Công nghệ kỹ thuật xây dựng,2018
DQN,7510401,Công nghệ kỹ thuật hoá học,2018
DQN,7520201,Kỹ thuật điện,2018
DQN,7520207,Kỹ thuật điện tử - viễn thông,2018
DQN,7620109,Nông học,2018
DQN,7620112,Bảo vệ thực vật,2018
DQN,7760101,Công tác xã hội,2018
DQN,7810103,Quản trị dịch vụ du lịch và lữ hành,2018
DQN,7810201,Quản trị khách sạn,2018
DQN,7850101,Quản lý tài nguyên và môi trường,2018
DQN,7850103,Quản lý đất đai,2018
DQT,7220201,Ngôn ngữ Anh,2018
DQT,7310101,Kinh tế,2018
DQT,7340101,Quản trị kinh doanh,2018
DQT,7340201,Tài chính - Ngân hàng,2018
DQT,7340301,Kế toán,2018
DQT,7480201,Công nghệ thông tin,2018
DQT,7510103,Công nghệ kỹ thuật xây dựng,2018
DQT,7620115,Kinh tế nông nghiệp,2018
DSG,7210402,Thiết kế công nghiệp,2018
DSG,7340101,Quản trị kinh doanh,2018
DSG,7480201,Công nghệ thông tin,2018
