school_code,major_code,major_name,combo,score,scale,method,year,note,source,source_url
DDT,7220204,Ngôn ngữ Trung Quốc,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7220204,Ngôn ngữ Trung Quốc,D14,14.00,,THPTQG,2020,,daniele15,
DDT,7220204,Ngôn ngữ Trung Quốc,D15,14.00,,THPTQG,2020,,daniele15,
DDT,7220204,Ngôn ngữ Trung Quốc,D72,14.00,,THPTQG,2020,,daniele15,
DDT,7220210,Ngôn ngữ Hàn Quốc,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7220210,Ngôn ngữ Hàn Quốc,D08,14.00,,THPTQG,2020,,daniele15,
DDT,7220210,Ngôn ngữ Hàn Quốc,D09,14.00,,THPTQG,2020,,daniele15,
DDT,7220210,Ngôn ngữ Hàn Quốc,D10,14.00,,THPTQG,2020,,daniele15,
DDT,7229030,Văn học,C00,14.00,,THPTQG,2020,,daniele15,
DDT,7229030,Văn học,C04,14.00,,THPTQG,2020,,daniele15,
DDT,7229030,Văn học,C15,14.00,,THPTQG,2020,,daniele15,
DDT,7229030,Văn học,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7310206,Quan hệ quốc tế,A01,14.00,,THPTQG,2020,,daniele15,
DDT,7310206,Quan hệ quốc tế,C00,14.00,,THPTQG,2020,,daniele15,
DDT,7310206,Quan hệ quốc tế,C15,14.00,,THPTQG,2020,,daniele15,
DDT,7310206,Quan hệ quốc tế,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7310630,Việt Nam học,A01,14.00,,THPTQG,2020,,daniele15,
DDT,7310630,Việt Nam học,C00,14.00,,THPTQG,2020,,daniele15,
DDT,7310630,Việt Nam học,C15,14.00,,THPTQG,2020,,daniele15,
DDT,7310630,Việt Nam học,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7320104,Truyền thông đa phương tiện,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7320104,Truyền thông đa phương tiện,C00,14.00,,THPTQG,2020,,daniele15,
DDT,7320104,Truyền thông đa phương tiện,C15,14.00,,THPTQG,2020,,daniele15,
DDT,7320104,Truyền thông đa phương tiện,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7340101,Quản trị kinh doanh,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7340101,Quản trị kinh doanh,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7340101,Quản trị kinh doanh,C01,14.00,,THPTQG,2020,,daniele15,
DDT,7340101,Quản trị kinh doanh,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7340201,Tài chính - Ngân hàng,A00,14.00,,THPTQG,2020,Tài chính doanh nghiệpNgân hàng,daniele15,
DDT,7340201,Tài chính - Ngân hàng,A16,14.00,,THPTQG,2020,Tài chính doanh nghiệpNgân hàng,daniele15,
DDT,7340201,Tài chính - Ngân hàng,C01,14.00,,THPTQG,2020,Tài chính doanh nghiệpNgân hàng,daniele15,
DDT,7340201,Tài chính - Ngân hàng,D01,14.00,,THPTQG,2020,Tài chính doanh nghiệpNgân hàng,daniele15,
DDT,7340301,Kế toán,A00,14.00,,THPTQG,2020,Kế toán Kiểm toánKế toán doanh nghiệpKế toán Nhà NướcThuế và Tư vấn Thuế,daniele15,
DDT,7340301,Kế toán,A16,14.00,,THPTQG,2020,Kế toán Kiểm toánKế toán doanh nghiệpKế toán Nhà NướcThuế và Tư vấn Thuế,daniele15,
DDT,7340301,Kế toán,C01,14.00,,THPTQG,2020,Kế toán Kiểm toánKế toán doanh nghiệpKế toán Nhà NướcThuế và Tư vấn Thuế,daniele15,
DDT,7340301,Kế toán,D01,14.00,,THPTQG,2020,Kế toán Kiểm toánKế toán doanh nghiệpKế toán Nhà NướcThuế và Tư vấn Thuế,daniele15,
DDT,7340405,Hệ thống thông tin quản lý,A00,14.00,,THPTQG,2020,Hệ thống Thông tin Quản lý chuẩn CMU,daniele15,
DDT,7340405,Hệ thống thông tin quản lý,A16,14.00,,THPTQG,2020,Hệ thống Thông tin Quản lý chuẩn CMU,daniele15,
DDT,7340405,Hệ thống thông tin quản lý,C01,14.00,,THPTQG,2020,Hệ thống Thông tin Quản lý chuẩn CMU,daniele15,
DDT,7340405,Hệ thống thông tin quản lý,D01,14.00,,THPTQG,2020,Hệ thống Thông tin Quản lý chuẩn CMU,daniele15,
DDT,7380101,Luật,A00,14.00,,THPTQG,2020,Luật học,daniele15,
DDT,7380101,Luật,C00,14.00,,THPTQG,2020,Luật học,daniele15,
DDT,7380101,Luật,C15,14.00,,THPTQG,2020,Luật học,daniele15,
DDT,7380101,Luật,D01,14.00,,THPTQG,2020,Luật học,daniele15,
DDT,7380107,Luật,A00,14.00,,THPTQG,2020,luật kinh tế,daniele15,
DDT,7380107,Luật,C00,14.00,,THPTQG,2020,luật kinh tế,daniele15,
DDT,7380107,Luật,C15,14.00,,THPTQG,2020,luật kinh tế,daniele15,
DDT,7380107,Luật,D01,14.00,,THPTQG,2020,luật kinh tế,daniele15,
DDT,7420201,Công nghệ sinh học,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7420201,Công nghệ sinh học,B00,14.00,,THPTQG,2020,,daniele15,
DDT,7420201,Công nghệ sinh học,D08,14.00,,THPTQG,2020,,daniele15,
DDT,7420201,Công nghệ sinh học,D90,14.00,,THPTQG,2020,,daniele15,
DDT,7480103,Kỹ thuật phần mềm,A00,14.00,,THPTQG,2020,2 chuyên ngành:Công nghệ phần mềmTrí tuệ Nhân tạo,daniele15,
DDT,7480103,Kỹ thuật phần mềm,A16,14.00,,THPTQG,2020,2 chuyên ngành:Công nghệ phần mềmTrí tuệ Nhân tạo,daniele15,
DDT,7480103,Kỹ thuật phần mềm,C01,14.00,,THPTQG,2020,2 chuyên ngành:Công nghệ phần mềmTrí tuệ Nhân tạo,daniele15,
DDT,7480103,Kỹ thuật phần mềm,D01,14.00,,THPTQG,2020,2 chuyên ngành:Công nghệ phần mềmTrí tuệ Nhân tạo,daniele15,
DDT,7480202,An toàn thông tin,A00,14.00,,THPTQG,2020,Chuyên ngành Kỹ thuật mạng,daniele15,
DDT,7480202,An toàn thông tin,A16,14.00,,THPTQG,2020,Chuyên ngành Kỹ thuật mạng,daniele15,
DDT,7480202,An toàn thông tin,C01,14.00,,THPTQG,2020,Chuyên ngành Kỹ thuật mạng,daniele15,
DDT,7480202,An toàn thông tin,D01,14.00,,THPTQG,2020,Chuyên ngành Kỹ thuật mạng,daniele15,
DDT,7510102,Công nghệ kỹ thuật công trình xây dựng,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7510102,Công nghệ kỹ thuật công trình xây dựng,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7510102,Công nghệ kỹ thuật công trình xây dựng,C01,14.00,,THPTQG,2020,,daniele15,
DDT,7510102,Công nghệ kỹ thuật công trình xây dựng,C02,14.00,,THPTQG,2020,,daniele15,
DDT,7510205,Công nghệ kỹ thuật ô tô,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7510205,Công nghệ kỹ thuật ô tô,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7510205,Công nghệ kỹ thuật ô tô,C01,14.00,,THPTQG,2020,,daniele15,
DDT,7510205,Công nghệ kỹ thuật ô tô,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,14.00,,THPTQG,2020,Điện tự độngHệ thống NhúngĐiện tử-Viễn thông,daniele15,
DDT,7510301,"Công nghệ kỹ thuật điện, điện tử",A16,14.00,,THPTQG,2020,Điện tự độngHệ thống NhúngĐiện tử-Viễn thông,daniele15,
DDT,7510301,"Công nghệ kỹ thuật điện, điện tử",C01,14.00,,THPTQG,2020,Điện tự độngHệ thống NhúngĐiện tử-Viễn thông,daniele15,
DDT,7510301,"Công nghệ kỹ thuật điện, điện tử",D01,14.00,,THPTQG,2020,Điện tự độngHệ thống NhúngĐiện tử-Viễn thông,daniele15,
DDT,7510406,Công nghệ kỹ thuật môi trường,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7510406,Công nghệ kỹ thuật môi trường,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7510406,Công nghệ kỹ thuật môi trường,B00,14.00,,THPTQG,2020,,daniele15,
DDT,7510406,Công nghệ kỹ thuật môi trường,C02,14.00,,THPTQG,2020,,daniele15,
DDT,7520216,Kỹ thuật điều khiển và tự động hoá,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7520216,Kỹ thuật điều khiển và tự động hoá,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7520216,Kỹ thuật điều khiển và tự động hoá,C03,14.00,,THPTQG,2020,,daniele15,
DDT,7520216,Kỹ thuật điều khiển và tự động hoá,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7540101,Công nghệ thực phẩm,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7540101,Công nghệ thực phẩm,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7540101,Công nghệ thực phẩm,B00,14.00,,THPTQG,2020,,daniele15,
DDT,7540101,Công nghệ thực phẩm,C01,14.00,,THPTQG,2020,,daniele15,
DDT,7580101,Kiến trúc,V00,14.00,,THPTQG,2020,,daniele15,
DDT,7580101,Kiến trúc,V01,14.00,,THPTQG,2020,,daniele15,
DDT,7580201,Kỹ thuật xây dựng,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7580201,Kỹ thuật xây dựng,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7580201,Kỹ thuật xây dựng,C01,14.00,,THPTQG,2020,,daniele15,
DDT,7580201,Kỹ thuật xây dựng,C02,14.00,,THPTQG,2020,,daniele15,
DDT,7720101,Y khoa,A16,22.00,,THPTQG,2020,Chuyên ngành bác sĩ đa khoa,daniele15,
DDT,7720101,Y khoa,B00,22.00,,THPTQG,2020,Chuyên ngành bác sĩ đa khoa,daniele15,
DDT,7720101,Y khoa,D08,22.00,,THPTQG,2020,Chuyên ngành bác sĩ đa khoa,daniele15,
DDT,7720101,Y khoa,D90,22.00,,THPTQG,2020,Chuyên ngành bác sĩ đa khoa,daniele15,
DDT,7720201,Dược học,A00,21.00,,THPTQG,2020,Chuyên ngành dược sĩ,daniele15,
DDT,7720201,Dược học,A16,21.00,,THPTQG,2020,Chuyên ngành dược sĩ,daniele15,
DDT,7720201,Dược học,B00,21.00,,THPTQG,2020,Chuyên ngành dược sĩ,daniele15,
DDT,7720201,Dược học,B03,21.00,,THPTQG,2020,Chuyên ngành dược sĩ,daniele15,
DDT,7720301,Điều dưỡng,A00,19.00,,THPTQG,2020,Điều dưỡng đa khoa,daniele15,
DDT,7720301,Điều dưỡng,A16,19.00,,THPTQG,2020,Điều dưỡng đa khoa,daniele15,
DDT,7720301,Điều dưỡng,B00,19.00,,THPTQG,2020,Điều dưỡng đa khoa,daniele15,
DDT,7720301,Điều dưỡng,B03,19.00,,THPTQG,2020,Điều dưỡng đa khoa,daniele15,
DDT,7720501,Răng - Hàm - Mặt,A00,22.00,,THPTQG,2020,,daniele15,
DDT,7720501,Răng - Hàm - Mặt,A16,22.00,,THPTQG,2020,,daniele15,
DDT,7720501,Răng - Hàm - Mặt,B00,22.00,,THPTQG,2020,,daniele15,
DDT,7720501,Răng - Hàm - Mặt,D90,22.00,,THPTQG,2020,,daniele15,
DDT,7810103,Quản trị dịch vụ du lịch và lữ hành,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7810103,Quản trị dịch vụ du lịch và lữ hành,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7810103,Quản trị dịch vụ du lịch và lữ hành,B00,14.00,,THPTQG,2020,,daniele15,
DDT,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,C00,14.00,,THPTQG,2020,,daniele15,
DDT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,C15,14.00,,THPTQG,2020,,daniele15,
DDT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,D01,14.00,,THPTQG,2020,,daniele15,
DDT,7850101,Quản lý tài nguyên và môi trường,A00,14.00,,THPTQG,2020,,daniele15,
DDT,7850101,Quản lý tài nguyên và môi trường,A16,14.00,,THPTQG,2020,,daniele15,
DDT,7850101,Quản lý tài nguyên và môi trường,B00,14.00,,THPTQG,2020,,daniele15,
DDT,7850101,Quản lý tài nguyên và môi trường,C15,14.00,,THPTQG,2020,,daniele15,
DDV,7340124,Quản trị và Kinh doanh Quốc tế,A00,18.86,,HocBa,2020,Xét điểm học bạ,daniele15,
DDV,7340124,Quản trị và Kinh doanh Quốc tế,A01,18.86,,HocBa,2020,Xét điểm học bạ,daniele15,
DDV,7340124,Quản trị và Kinh doanh Quốc tế,D01,18.86,,HocBa,2020,Xét điểm học bạ,daniele15,
DDV,7340124,Quản trị và Kinh doanh Quốc tế,D10,18.86,,HocBa,2020,Xét điểm học bạ,daniele15,
DDV,7420204,Khoa học Y sinh,A00,18.50,,HocBa,2020,Xét học bạ,daniele15,
DDV,7420204,Khoa học Y sinh,B00,18.50,,HocBa,2020,Xét học bạ,daniele15,
DDV,7420204,Khoa học Y sinh,D07,18.50,,HocBa,2020,Xét học bạ,daniele15,
DDV,7420204,Khoa học Y sinh,D08,18.50,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480204,Khoa học và Kỹ thuật máy tính,A00,18.67,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480204,Khoa học và Kỹ thuật máy tính,A01,18.67,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480204,Khoa học và Kỹ thuật máy tính,D01,18.67,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480204,Khoa học và Kỹ thuật máy tính,D90,18.67,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480205DT,Khoa học dữ liệu,A00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480205DT,Khoa học dữ liệu,A01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480205DT,Khoa học dữ liệu,D01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DDV,7480205DT,Khoa học dữ liệu,D90,20.00,,HocBa,2020,Xét học bạ,daniele15,
DDY,7720101,Y khoa,B00,26.50,,THPTQG,2020,TO >= 9; SI >= 8.75; HO >= 8; TTNV <= 2,daniele15,
DDY,7720201A,Dược học,A00,25.35,,THPTQG,2020,TO >= 8.6; HO >= 8.75; LI >= 7.75; TTNV <= 2,daniele15,
DDY,7720201B,Dược học,B00,25.75,,THPTQG,2020,TO >= 8; SI >= 8.5; HO >= 9; TTNV <= 8,daniele15,
DDY,7720301,Điều dưỡng,B00,19.70,,HocBa,2020,TO >= 8.2; SI >= 4; HO >= 7.25; TTNV <= 3,daniele15,
DDY,7720501,Răng - Hàm - Mặt,B00,26.45,,THPTQG,2020,TO >= 9.2; SI >= 8.5; HO >= 8.75; TTNV <= 3,daniele15,
DFA,7310101,Kinh tế,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7310101,Kinh tế,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7310101,Kinh tế,C04,14.00,,THPTQG,2020,,daniele15,
DFA,7310101,Kinh tế,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340101,Quản trị kinh doanh,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340101,Quản trị kinh doanh,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340101,Quản trị kinh doanh,C04,14.00,,THPTQG,2020,,daniele15,
DFA,7340101,Quản trị kinh doanh,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340120,Kinh doanh quốc tế,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340120,Kinh doanh quốc tế,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340120,Kinh doanh quốc tế,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340120,Kinh doanh quốc tế,D07,14.00,,THPTQG,2020,,daniele15,
DFA,7340201,Tài chính - Ngân hàng,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340201,Tài chính - Ngân hàng,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340201,Tài chính - Ngân hàng,C03,14.00,,THPTQG,2020,,daniele15,
DFA,7340201,Tài chính - Ngân hàng,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340301,Kế toán,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340301,Kế toán,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340301,Kế toán,C01,14.00,,THPTQG,2020,,daniele15,
DFA,7340301,Kế toán,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340302,Khoa học máy tính,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340302,Khoa học máy tính,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340302,Khoa học máy tính,C01,14.00,,THPTQG,2020,,daniele15,
DFA,7340302,Khoa học máy tính,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340405,Hệ thống thông tin quản lý,A00,14.00,,THPTQG,2020,,daniele15,
DFA,7340405,Hệ thống thông tin quản lý,A01,14.00,,THPTQG,2020,,daniele15,
DFA,7340405,Hệ thống thông tin quản lý,D01,14.00,,THPTQG,2020,,daniele15,
DFA,7340405,Hệ thống thông tin quản lý,D11,14.00,,THPTQG,2020,,daniele15,
DHA,7380101,Luật,A00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHA,7380101,Luật,A01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHA,7380101,Luật,C00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHA,7380101,Luật,D01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHA,7380107,Luật,A00,20.00,,HocBa,2020,Xét học bạLuật kinh tế,daniele15,
DHA,7380107,Luật,A01,20.00,,HocBa,2020,Xét học bạLuật kinh tế,daniele15,
DHA,7380107,Luật,C00,20.00,,HocBa,2020,Xét học bạLuật kinh tế,daniele15,
DHA,7380107,Luật,D01,20.00,,HocBa,2020,Xét học bạLuật kinh tế,daniele15,
DHC,7140206,Giáo dục Thể chất,T00,17.50,,THPTQG,2020,,daniele15,
DHC,7140206,Giáo dục Thể chất,T02,17.50,,THPTQG,2020,,daniele15,
DHD,7340101,Quản trị kinh doanh,A00,23.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7340101,Quản trị kinh doanh,C00,23.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7340101,Quản trị kinh doanh,D01,23.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7340101,Quản trị kinh doanh,D10,23.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810101,Du lịch,A00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810101,Du lịch,C00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810101,Du lịch,D01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810101,Du lịch,D10,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810102,Du lịch điện tử,A00,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810102,Du lịch điện tử,C00,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810102,Du lịch điện tử,D01,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810102,Du lịch điện tử,D10,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810103,Quản trị dịch vụ du lịch và lữ hành,C00,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810103,Quản trị dịch vụ du lịch và lữ hành,D01,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810103,Quản trị dịch vụ du lịch và lữ hành,D10,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810104,Quản trị du lịch và khách sạn,A00,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810104,Quản trị du lịch và khách sạn,C00,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810104,Quản trị du lịch và khách sạn,D01,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810104,Quản trị du lịch và khách sạn,D10,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810201,Quản trị khách sạn,A00,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810201,Quản trị khách sạn,C00,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810201,Quản trị khách sạn,D01,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810201,Quản trị khách sạn,D10,21.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810202,Quản trị nhà hàng và dịch vụ ăn uống,C00,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810202,Quản trị nhà hàng và dịch vụ ăn uống,D01,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHD,7810202,Quản trị nhà hàng và dịch vụ ăn uống,D10,20.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7480112,Khoa học dữ liệu và Trí tuệ nhân tạo,A00,20.00,,HocBa,2020,Xét học bạ(Hệ cử nhân),daniele15,
DHE,7480112,Khoa học dữ liệu và Trí tuệ nhân tạo,A01,20.00,,HocBa,2020,Xét học bạ(Hệ cử nhân),daniele15,
DHE,7480112,Khoa học dữ liệu và Trí tuệ nhân tạo,D07,20.00,,HocBa,2020,Xét học bạ(Hệ cử nhân),daniele15,
DHE,7480112KS,Khoa học dữ liệu và Trí tuệ nhân tạo,A00,20.00,,HocBa,2020,Xét học bạ(Hệ kỹ sư),daniele15,
DHE,7480112KS,Khoa học dữ liệu và Trí tuệ nhân tạo,A01,20.00,,HocBa,2020,Xét học bạ(Hệ kỹ sư),daniele15,
DHE,7480112KS,Khoa học dữ liệu và Trí tuệ nhân tạo,D07,20.00,,HocBa,2020,Xét học bạ(Hệ kỹ sư),daniele15,
DHE,7520201,Kỹ thuật điện,A00,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7520201,Kỹ thuật điện,A01,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7520201,Kỹ thuật điện,D07,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7520216,Kỹ thuật điều khiển và tự động hoá,A00,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7520216,Kỹ thuật điều khiển và tự động hoá,A01,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHE,7520216,Kỹ thuật điều khiển và tự động hoá,D07,19.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140231,Sư phạm Tiếng Anh,D01,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140231,Sư phạm Tiếng Anh,D14,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140231,Sư phạm Tiếng Anh,D15,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140233,Sư phạm Tiếng Pháp,D01,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140233,Sư phạm Tiếng Pháp,D03,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140233,Sư phạm Tiếng Pháp,D15,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140233,Sư phạm Tiếng Pháp,D44,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140234,Sư phạm Tiếng Trung Quốc,D01,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140234,Sư phạm Tiếng Trung Quốc,D04,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140234,Sư phạm Tiếng Trung Quốc,D15,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7140234,Sư phạm Tiếng Trung Quốc,D45,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220201,Ngôn ngữ Anh,D01,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220201,Ngôn ngữ Anh,D14,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220201,Ngôn ngữ Anh,D15,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220202,Ngôn ngữ Nga,D01,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220202,Ngôn ngữ Nga,D02,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220202,Ngôn ngữ Nga,D15,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220202,Ngôn ngữ Nga,D42,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220203,Ngôn ngữ Pháp,D01,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220203,Ngôn ngữ Pháp,D03,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220203,Ngôn ngữ Pháp,D15,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220203,Ngôn ngữ Pháp,D44,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220204,Ngôn ngữ Trung Quốc,D01,23.85,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220204,Ngôn ngữ Trung Quốc,D04,23.85,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220204,Ngôn ngữ Trung Quốc,D15,23.85,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220204,Ngôn ngữ Trung Quốc,D45,23.85,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220209,Ngôn ngữ Nhật,D01,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220209,Ngôn ngữ Nhật,D06,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220209,Ngôn ngữ Nhật,D15,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220209,Ngôn ngữ Nhật,D43,22.75,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220210,Ngôn ngữ Hàn Quốc,D01,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220210,Ngôn ngữ Hàn Quốc,D14,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7220210,Ngôn ngữ Hàn Quốc,D15,24.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310601,Quốc tế học,D01,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310601,Quốc tế học,D14,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310601,Quốc tế học,D15,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310630,Việt Nam học,D01,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310630,Việt Nam học,D14,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHF,7310630,Việt Nam học,D15,18.00,,HocBa,2020,Xét học bạ,daniele15,
DHI,7310206,Quan hệ quốc tế,A01,19.50,,HocBa,2020,Xét học bạ,daniele15,
DHI,7310206,Quan hệ quốc tế,C00,19.50,,HocBa,2020,Xét học bạ,daniele15,
DHI,7310206,Quan hệ quốc tế,D01,19.50,,HocBa,2020,Xét học bạ,daniele15,
DHI,7310206,Quan hệ quốc tế,D14,19.50,,HocBa,2020,Xét học bạ,daniele15,
DHK,7310101CL,Kinh tế,A00,15.00,,THPTQG,2020,,daniele15,
DHK,7310101CL,Kinh tế,A01,15.00,,THPTQG,2020,,daniele15,
DHK,7310101CL,Kinh tế,A16,15.00,,THPTQG,2020,,daniele15,
DHK,7310101CL,Kinh tế,D01,15.00,,THPTQG,2020,,daniele15,
DHK,7310102,Kinh tế,A00,15.00,,THPTQG,2020,Kinh tế chính trị,daniele15,
DHK,7310102,Kinh tế,A01,15.00,,THPTQG,2020,Kinh tế chính trị,daniele15,
DHK,7310102,Kinh tế,A16,15.00,,THPTQG,2020,Kinh tế chính trị,daniele15,
