school_code,major_code,major_name,combo,score,scale,method,year,note,source,source_url
BKA,CH1,Kỹ thuật hoá học,A00,25.26,,THPTQG,2020,,daniele15,
BKA,CH1,Kỹ thuật hoá học,B00,25.26,,THPTQG,2020,,daniele15,
BKA,CH1,Kỹ thuật hoá học,D07,25.26,,THPTQG,2020,,daniele15,
BKA,CH1X,Kỹ thuật hoá học,A19,19.00,,THPTQG,2020,,daniele15,
BKA,CH1X,Kỹ thuật hoá học,A20,19.00,,THPTQG,2020,,daniele15,
BKA,CH2,Hoá học,A00,24.16,,THPTQG,2020,,daniele15,
BKA,CH2,Hoá học,B00,24.16,,THPTQG,2020,,daniele15,
BKA,CH2,Hoá học,D07,24.16,,THPTQG,2020,,daniele15,
BKA,CH2X,Hoá học,A19,19.00,,THPTQG,2020,,daniele15,
BKA,CH2X,Hoá học,A20,19.00,,THPTQG,2020,,daniele15,
BKA,CH3,Kỹ thuật in,A00,24.51,,THPTQG,2020,,daniele15,
BKA,CH3,Kỹ thuật in,B00,24.51,,THPTQG,2020,,daniele15,
BKA,CH3,Kỹ thuật in,D07,24.51,,THPTQG,2020,,daniele15,
BKA,CH3X,Kỹ thuật in,A19,19.00,,THPTQG,2020,,daniele15,
BKA,CH3X,Kỹ thuật in,A20,19.00,,THPTQG,2020,,daniele15,
BKA,ED2,Công nghệ giáo dục,A00,23.80,,THPTQG,2020,,daniele15,
BKA,ED2,Công nghệ giáo dục,A01,23.80,,THPTQG,2020,,daniele15,
BKA,ED2,Công nghệ giáo dục,D01,23.80,,THPTQG,2020,,daniele15,
BKA,ED2X,Công nghệ giáo dục,A19,19.00,,THPTQG,2020,,daniele15,
BKA,EE-E8,Điều khiển - Tự động hóa và Hệ thống điện,A00,27.43,,THPTQG,2020,,daniele15,
BKA,EE-E8,Điều khiển - Tự động hóa và Hệ thống điện,A01,27.43,,THPTQG,2020,,daniele15,
BKA,EE-E8X,Kỹ thuật Điều khiển - Tự động hóa,A19,23.43,,THPTQG,2020,,daniele15,
BKA,EE-EP,Tin học công nghiệp,A00,25.68,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,EE-EP,Tin học công nghiệp,A01,25.68,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,EE-EP,Tin học công nghiệp,D29,25.68,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,EE-EPX,Tin học công nghiệp,A19,20.36,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,EE1,Kỹ thuật điện,A00,27.01,,THPTQG,2020,,daniele15,
BKA,EE1,Kỹ thuật điện,A01,27.01,,THPTQG,2020,,daniele15,
BKA,EE1X,Kỹ thuật điện,A19,22.50,,THPTQG,2020,,daniele15,
BKA,EE2,Kỹ thuật Điều khiển - Tự động hóa,A00,28.16,,THPTQG,2020,,daniele15,
BKA,EE2,Kỹ thuật Điều khiển - Tự động hóa,A01,28.16,,THPTQG,2020,,daniele15,
BKA,EE2X,Kỹ thuật Điều khiển - Tự động hóa,A19,24.41,,THPTQG,2020,,daniele15,
BKA,EM-E13,Phân tích kinh doanh,A00,25.03,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E13,Phân tích kinh doanh,A01,25.03,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E13X,Phân tích kinh doanh,A19,19.09,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,A00,25.85,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,A01,25.85,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,D01,25.85,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-E14X,Logistics và Quản lý chuỗi cung ứng,A19,21.19,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,EM-VUW,Quản trị kinh doanh,A00,22.70,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,EM-VUW,Quản trị kinh doanh,A01,22.70,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,EM-VUW,Quản trị kinh doanh,D01,22.70,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,EM-VUW,Quản trị kinh doanh,D07,22.70,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,EM-VUWX,Quản trị kinh doanh,A19,19.00,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,EM1,Kinh tế,A00,24.65,,THPTQG,2020,,daniele15,
BKA,EM1,Kinh tế,A01,24.65,,THPTQG,2020,,daniele15,
BKA,EM1,Kinh tế,D01,24.65,,THPTQG,2020,,daniele15,
BKA,EM1X,Kinh tế công nghiệp,A19,20.54,,THPTQG,2020,,daniele15,
BKA,EM2,Quản lý công nghiệp,A00,25.05,,THPTQG,2020,,daniele15,
BKA,EM2,Quản lý công nghiệp,A01,25.05,,THPTQG,2020,,daniele15,
BKA,EM2,Quản lý công nghiệp,D01,25.05,,THPTQG,2020,,daniele15,
BKA,EM2X,Quản lý công nghiệp,A19,19.13,,THPTQG,2020,,daniele15,
BKA,EM3,Quản trị kinh doanh,A19,25.75,,THPTQG,2020,,daniele15,
BKA,EM3X,Quản trị kinh doanh,A19,20.10,,THPTQG,2020,,daniele15,
BKA,EM4,Kế toán,A00,25.30,,THPTQG,2020,,daniele15,
BKA,EM4,Kế toán,A01,25.30,,THPTQG,2020,,daniele15,
BKA,EM4,Kế toán,D01,25.30,,THPTQG,2020,,daniele15,
BKA,EM4X,Kế toán,A19,19.29,,THPTQG,2020,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,A00,24.60,,THPTQG,2020,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,A01,24.60,,THPTQG,2020,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,D01,24.60,,THPTQG,2020,,daniele15,
BKA,EM5X,Tài chính - Ngân hàng,A19,19.00,,THPTQG,2020,,daniele15,
BKA,ET-E4,Điện tử viễn thông,A00,27.15,,THPTQG,2020,,daniele15,
BKA,ET-E4,Điện tử viễn thông,A01,27.15,,THPTQG,2020,,daniele15,
BKA,ET-E4X,Điện tử viễn thông,A19,22.50,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A00,26.50,,THPTQG,2020,,daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A01,26.50,,THPTQG,2020,,daniele15,
BKA,ET-E5X,Kỹ thuật y sinh,A19,21.10,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,ET-E9,Hệ thống nhúng thông minh và IoT,A00,27.51,,THPTQG,2020,,daniele15,
BKA,ET-E9,Hệ thống nhúng thông minh và IoT,A01,27.51,,THPTQG,2020,,daniele15,
BKA,ET-E9X,Hệ thống nhúng thông minh và IoT,A19,23.30,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,ET-LUH,Điện tử viễn thông,A00,23.85,,THPTQG,2020,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET-LUH,Điện tử viễn thông,A01,23.85,,THPTQG,2020,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET-LUH,Điện tử viễn thông,D26,23.85,,THPTQG,2020,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET-LUHX,Điện tử viễn thông,A19,19.00,,THPTQG,2020,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A00,27.30,,THPTQG,2020,,daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A01,27.30,,THPTQG,2020,,daniele15,
BKA,ET1X,Kỹ thuật điện tử - viễn thông,A19,23.00,,THPTQG,2020,,daniele15,
BKA,EV1,Kỹ thuật môi trường,A00,23.85,,THPTQG,2020,,daniele15,
BKA,EV1,Kỹ thuật môi trường,B00,23.85,,THPTQG,2020,,daniele15,
BKA,EV1,Kỹ thuật môi trường,D07,23.85,,THPTQG,2020,,daniele15,
BKA,EV1X,Kỹ thuật môi trường,A19,19.00,,THPTQG,2020,,daniele15,
BKA,EV1X,Kỹ thuật môi trường,A20,19.00,,THPTQG,2020,,daniele15,
BKA,FL1,Tiếng Anh Khoa học kỹ thuật và Công nghệ,D01,24.10,,THPTQG,2020,,daniele15,
BKA,FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,24.10,,THPTQG,2020,,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A00,25.80,,THPTQG,2020,Kỹ thuật nhiệt,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A01,25.80,,THPTQG,2020,Kỹ thuật nhiệt,daniele15,
BKA,HE1X,Kỹ thuật nhiệt,A19,19.00,,THPTQG,2020,,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A00,28.65,,THPTQG,2020,,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A01,28.65,,THPTQG,2020,,daniele15,
BKA,IT-E10X,Khoa học dữ liệu và Trí tuệ nhân tạo,A19,25.28,,THPTQG,2020,,daniele15,
BKA,IT-E6,Công nghệ thông tin,A19,27.98,,THPTQG,2020,(Việt-Nhật),daniele15,
BKA,IT-E6X,Công nghệ thông tin,A00,27.98,,THPTQG,2020,Công nghệ thông tin Việt - Nhật,daniele15,
BKA,IT-E6X,Công nghệ thông tin,A01,27.98,,THPTQG,2020,Công nghệ thông tin Việt - Nhật,daniele15,
BKA,IT-E7,Công nghệ thông tin,A00,28.38,,THPTQG,2020,Golbal ICT,daniele15,
BKA,IT-E7,Công nghệ thông tin,A01,28.38,,THPTQG,2020,Golbal ICT,daniele15,
BKA,IT-E7X,Công nghệ thông tin,A19,25.14,,THPTQG,2020,(Global ICT),daniele15,
BKA,IT-EP,Công nghệ thông tin,A00,27.24,,THPTQG,2020,(Việt-Pháp),daniele15,
BKA,IT-EP,Công nghệ thông tin,A01,27.24,,THPTQG,2020,(Việt-Pháp),daniele15,
BKA,IT-EPX,Công nghệ thông tin,A19,22.88,,THPTQG,2020,(Việt-Pháp),daniele15,
BKA,IT-LTU,Công nghệ thông tin,A00,26.50,,THPTQG,2020,,daniele15,
BKA,IT-LTU,Công nghệ thông tin,A01,26.50,,THPTQG,2020,,daniele15,
BKA,IT-LTU,Công nghệ thông tin,D07,26.50,,THPTQG,2020,,daniele15,
BKA,IT-LTUX,Công nghệ thông tin,A19,22.00,,THPTQG,2020,ĐH La Trobe (Úc),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A00,25.55,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A01,25.55,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,D07,25.55,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUWX,Công nghệ thông tin,A19,21.09,,THPTQG,2020,ĐH Victoria (New Zealand),daniele15,
BKA,IT1,Khoa học máy tính,A00,29.04,,THPTQG,2020,,daniele15,
BKA,IT1,Khoa học máy tính,A01,29.04,,THPTQG,2020,,daniele15,
BKA,IT1X,Kinh doanh nông nghiệp,A19,26.27,,THPTQG,2020,,daniele15,
BKA,IT2,Kỹ thuật máy tính,A00,28.65,,THPTQG,2020,,daniele15,
BKA,IT2,Kỹ thuật máy tính,A01,28.65,,THPTQG,2020,,daniele15,
BKA,IT2X,Kỹ thuật máy tính,A19,25.63,,THPTQG,2020,,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A00,26.75,,THPTQG,2020,(Ct tiên tiến),daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A01,26.75,,THPTQG,2020,(Ct tiên tiến),daniele15,
BKA,ME-E1X,Kỹ thuật cơ điện tử,A00,22.60,,THPTQG,2020,,daniele15,
BKA,ME-E1X,Kỹ thuật cơ điện tử,A01,22.60,,THPTQG,2020,,daniele15,
BKA,ME-E1X,Kỹ thuật cơ điện tử,A00,26.75,,THPTQG,2020,CT tiên tiến,daniele15,
BKA,ME-E1X,Kỹ thuật cơ điện tử,A01,26.75,,THPTQG,2020,CT tiên tiến,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A00,23.90,,THPTQG,2020,,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A01,23.90,,THPTQG,2020,,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,D07,23.90,,THPTQG,2020,,daniele15,
BKA,ME-GUX,Cơ khí - Chế tạo máy,A19,19.00,,THPTQG,2020,ĐH Griffith (Úc),daniele15,
BKA,ME-LUH,Cơ điện tử,A00,24.20,,THPTQG,2020,Hợp tác với ĐH Leibniz Hannover (Đức); Điểm thi TN THPT,daniele15,
BKA,ME-LUH,Cơ điện tử,A01,24.20,,THPTQG,2020,Hợp tác với ĐH Leibniz Hannover (Đức); Điểm thi TN THPT,daniele15,
BKA,ME-LUH,Cơ điện tử,D07,24.20,,THPTQG,2020,Hợp tác với ĐH Leibniz Hannover (Đức); Điểm thi TN THPT,daniele15,
BKA,ME-LUHX,Cơ điện tử,A19,21.60,,THPTQG,2020,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ME-NUT,Cơ điện tử,A00,24.50,,THPTQG,2020,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,A01,24.50,,THPTQG,2020,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,D28,24.50,,THPTQG,2020,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUTX,Cơ điện tử,A19,20.50,,THPTQG,2020,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A00,27.48,,THPTQG,2020,,daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A01,27.48,,THPTQG,2020,,daniele15,
BKA,ME1X,Kỹ thuật cơ điện tử,A19,23.60,,THPTQG,2020,A19,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A00,26.51,,THPTQG,2020,,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A01,26.51,,THPTQG,2020,,daniele15,
BKA,ME2X,Kỹ thuật cơ khí,A19,20.80,,THPTQG,2020,,daniele15,
BKA,MI1,Khoa học máy tính,A00,27.56,,THPTQG,2020,,daniele15,
BKA,MI1,Khoa học máy tính,A01,27.56,,THPTQG,2020,,daniele15,
BKA,MI1X,Khoa học máy tính,A19,23.90,,THPTQG,2020,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A00,27.25,,THPTQG,2020,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A01,27.25,,THPTQG,2020,,daniele15,
BKA,MI2X,Hệ thống thông tin quản lý,A19,22.15,,THPTQG,2020,,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A00,23.18,,THPTQG,2020,CT tiên tiến),daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A01,23.18,,THPTQG,2020,CT tiên tiến),daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,D07,23.18,,THPTQG,2020,CT tiên tiến),daniele15,
BKA,MS-E3X,Khoa học kỹ thuật Vật liệu,A19,19.56,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,MS-E3X,Khoa học kỹ thuật Vật liệu,A20,19.56,,THPTQG,2020,(CT tiên tiến),daniele15,
BKA,MS1,Kỹ thuật vật liệu,A00,25.18,,THPTQG,2020,,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A01,25.18,,THPTQG,2020,,daniele15,
BKA,MS1,Kỹ thuật vật liệu,D07,25.18,,THPTQG,2020,,daniele15,
BKA,MS1X,Kỹ thuật vật liệu,A19,19.27,,THPTQG,2020,,daniele15,
BKA,MS1X,Kỹ thuật vật liệu,A20,19.27,,THPTQG,2020,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A00,26.18,,THPTQG,2020,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A01,26.18,,THPTQG,2020,,daniele15,
BKA,PH1X,Vật lý kỹ thuật,A19,21.50,,THPTQG,2020,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A00,24.70,,THPTQG,2020,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A01,24.70,,THPTQG,2020,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A02,24.70,,THPTQG,2020,,daniele15,
BKA,PH2X,Kỹ thuật hạt nhân,A19,20.00,,THPTQG,2020,,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A00,26.75,,THPTQG,2020,,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A01,26.75,,THPTQG,2020,,daniele15,
BKA,TE-E2X,Kỹ thuật ô tô,A19,22.50,,THPTQG,2020,CT tiên tiến,daniele15,
BKA,TE-EP,Cơ khí hàng không,A00,23.88,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,TE-EP,Cơ khí hàng không,A01,23.88,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,TE-EP,Cơ khí hàng không,D29,23.88,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,TE-EPX,Cơ khí hàng không,A19,19.00,,THPTQG,2020,(CT Việt-Pháp PFIEV),daniele15,
BKA,TE1,Kỹ thuật ô tô,A00,27.33,,THPTQG,2020,,daniele15,
BKA,TE1,Kỹ thuật ô tô,A01,27.33,,THPTQG,2020,,daniele15,
BKA,TE1X,Kỹ thuật ô tô,A19,23.40,,THPTQG,2020,,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A00,26.46,,THPTQG,2020,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A01,26.46,,THPTQG,2020,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE2X,Kỹ thuật cơ khí,A19,21.06,,THPTQG,2020,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A00,26.94,,THPTQG,2020,,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A01,26.94,,THPTQG,2020,,daniele15,
BKA,TE3X,Kỹ thuật Hàng không,A19,22.50,,THPTQG,2020,,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A00,22.50,,THPTQG,2020,Hợp tác với đại học TROY (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A01,22.50,,THPTQG,2020,Hợp tác với đại học TROY (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D01,22.50,,THPTQG,2020,Hợp tác với đại học TROY (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D07,22.50,,THPTQG,2020,Hợp tác với đại học TROY (Hoa Kỳ),daniele15,
BKA,TROY-BAX,Quản trị kinh doanh,A19,19.00,,THPTQG,2020,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A00,25.00,,THPTQG,2020,Hợp tác với ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A01,25.00,,THPTQG,2020,Hợp tác với ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D01,25.00,,THPTQG,2020,Hợp tác với ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D07,25.00,,THPTQG,2020,Hợp tác với ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-ITX,Kỹ thuật xây dựng,A19,19.00,,THPTQG,2020,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A00,23.04,,THPTQG,2020,,daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A01,23.04,,THPTQG,2020,,daniele15,
BKA,TX1X,Kỹ thuật Dệt - May,A19,19.16,,THPTQG,2020,,daniele15,
BKA,TX1X,Kỹ thuật Dệt - May,A20,19.16,,THPTQG,2020,,daniele15,
BMU,7720101,Y khoa,A02,23.00,,THPTQG,2020,,daniele15,
BMU,7720101,Y khoa,B00,23.00,,THPTQG,2020,,daniele15,
BMU,7720101,Y khoa,D08,23.00,,THPTQG,2020,,daniele15,
BMU,7720201,Dược học,A00,21.00,,THPTQG,2020,,daniele15,
BMU,7720201,Dược học,B00,21.00,,THPTQG,2020,,daniele15,
BMU,7720201,Dược học,D07,21.00,,THPTQG,2020,,daniele15,
BMU,7720301,Điều dưỡng,A02,19.00,,THPTQG,2020,,daniele15,
BMU,7720301,Điều dưỡng,B00,19.00,,THPTQG,2020,,daniele15,
BMU,7720301,Điều dưỡng,B08,19.00,,THPTQG,2020,,daniele15,
BMU,7720301,Điều dưỡng,D34,19.00,,THPTQG,2020,,daniele15,
BPH,7860214,Biên phòng,C00,20.40,,THPTQG,2020,Thí sinh Nam Quân khu 7,daniele15,
BPH,7860214,Biên phòng,C00,22.25,,THPTQG,2020,Thí sinh Nam Quân khu 9,daniele15,
BPH,7860214,Biên phòng,C00,24.70,,THPTQG,2020,Thí sinh Nam miền Bắc,daniele15,
BPH,7860214,Biên phòng,C00,25.40,,THPTQG,2020,Thí sinh Nam Quân khu 5,daniele15,
BPH,7860214,Biên phòng,C00,26.25,,THPTQG,2020,"Thí sinh Nam Quân khu 7, thí sinh mức 26.25 điểm: điểm Môn Văn >=8",daniele15,
BPH,7860214,Biên phòng,C00,27.00,,THPTQG,2020,Thí sinh Nam Quân khu 4 (Quảng Trị và TT - Huế),daniele15,
BPH,7860214,Biên phòng,C00,27.50,,THPTQG,2020,Thí sinh Nam Quân khu 9,daniele15,
BPH,7860214,Biên phòng,C00,28.50,,THPTQG,2020,Thí sinh Nam miền BắcThí sinh mức điểm 28.5 điểm:Tcp1: Ngữ văn >=8.25Tcp2: Sử>=9.25Tcp3: Địa =10,daniele15,
BVH,7320104,Truyền thông đa phương tiện,A00,25.60,,THPTQG,2020,TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,A01,25.60,,THPTQG,2020,TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,D01,25.60,,THPTQG,2020,TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,23.08,,THPTQG,2020,TTNV <= 8,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,23.08,,THPTQG,2020,TTNV <= 8,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,23.08,,THPTQG,2020,TTNV <= 8,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,25.75,,THPTQG,2020,TTNV <= 3,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,25.75,,THPTQG,2020,TTNV <= 3,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,25.75,,THPTQG,2020,TTNV <= 3,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,23.50,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,23.50,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,23.50,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,24.60,,THPTQG,2020,TTNV <= 2,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,24.60,,THPTQG,2020,TTNV <= 2,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,24.60,,THPTQG,2020,TTNV <= 2,daniele15,
BVH,7340115,Marketing,A00,24.60,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340115,Marketing,A01,24.60,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340115,Marketing,D01,24.60,,THPTQG,2020,TTNV <= 6,daniele15,
BVH,7340115,Marketing,A00,25.50,,THPTQG,2020,TTNV <= 4,daniele15,
BVH,7340115,Marketing,A01,25.50,,THPTQG,2020,TTNV <= 4,daniele15,
BVH,7340115,Marketing,D01,25.50,,THPTQG,2020,TTNV <= 4,daniele15,
BVH,7340122,Thương mại điện tử,A00,25.70,,THPTQG,2020,TTNV <= 4,daniele15,
