ma_truong,ma_nganh,ten_nganh,to_hop,diem,diem_thang,phuong_thuc,nam,ghi_chu,nguon,source_url
BKA,ET1,Kỹ thuật điện tử - viễn thông,A01,24.80,,THPTQG,2019,,daniele15,
BKA,EV1,Kỹ thuật môi trường,A00,20.20,,THPTQG,2019,,daniele15,
BKA,EV1,Kỹ thuật môi trường,B00,20.20,,THPTQG,2019,,daniele15,
BKA,EV1,Kỹ thuật môi trường,D07,20.20,,THPTQG,2019,,daniele15,
BKA,FL1,Tiếng Anh Khoa học kỹ thuật và Công nghệ,D01,22.60,,THPTQG,2019,tiếng anh,daniele15,
BKA,FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,23.20,,THPTQG,2019,,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A00,22.30,,THPTQG,2019,Kỹ thuật nhiệt,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A01,22.30,,THPTQG,2019,Kỹ thuật nhiệt,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A00,27.00,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A01,27.00,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,IT-E6,Công nghệ thông tin,A00,25.70,,THPTQG,2019,Việt-Nhật,daniele15,
BKA,IT-E6,Công nghệ thông tin,A01,25.70,,THPTQG,2019,Việt-Nhật,daniele15,
BKA,IT-E7,Công nghệ thông tin,A00,26.00,,THPTQG,2019,Global ICT,daniele15,
BKA,IT-E7,Công nghệ thông tin,A01,26.00,,THPTQG,2019,Global ICT,daniele15,
BKA,IT-GINP,Hệ thống thông tin,A00,20.00,,THPTQG,2019,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,A01,20.00,,THPTQG,2019,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,D07,20.00,,THPTQG,2019,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,D29,20.00,,THPTQG,2019,ĐH Grenoble (Pháp),daniele15,
BKA,IT-LTU,Công nghệ thông tin,A00,23.25,,THPTQG,2019,ĐH La Trobe (Úc),daniele15,
BKA,IT-LTU,Công nghệ thông tin,A01,23.25,,THPTQG,2019,ĐH La Trobe (Úc),daniele15,
BKA,IT-LTU,Công nghệ thông tin,D07,23.25,,THPTQG,2019,ĐH La Trobe (Úc),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A00,22.00,,THPTQG,2019,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A01,22.00,,THPTQG,2019,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,D07,22.00,,THPTQG,2019,ĐH Victoria (New Zealand),daniele15,
BKA,IT1,Khoa học máy tính,A00,27.42,,THPTQG,2019,Công nghệ thông tin,daniele15,
BKA,IT1,Khoa học máy tính,A01,27.42,,THPTQG,2019,Công nghệ thông tin,daniele15,
BKA,IT2,Kỹ thuật máy tính,A00,26.85,,THPTQG,2019,Công nghệ thông tin,daniele15,
BKA,IT2,Kỹ thuật máy tính,A01,26.85,,THPTQG,2019,Công nghệ thông tin,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A00,24.06,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A01,24.06,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A00,21.20,,THPTQG,2019,ĐH Griffith (Úc),daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A01,21.20,,THPTQG,2019,ĐH Griffith (Úc),daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,D07,21.20,,THPTQG,2019,ĐH Griffith (Úc),daniele15,
BKA,ME-LUH,Cơ điện tử,A00,20.50,,THPTQG,2019,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ME-LUH,Cơ điện tử,A01,20.50,,THPTQG,2019,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ME-LUH,Cơ điện tử,D07,20.50,,THPTQG,2019,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ME-NUT,Cơ điện tử,A00,22.15,,THPTQG,2019,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,A01,22.15,,THPTQG,2019,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,D07,22.15,,THPTQG,2019,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A00,25.40,,THPTQG,2019,,daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A01,25.40,,THPTQG,2019,,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A00,23.86,,THPTQG,2019,,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A01,23.86,,THPTQG,2019,,daniele15,
BKA,MI1,Khoa học máy tính,A00,25.20,,THPTQG,2019,,daniele15,
BKA,MI1,Khoa học máy tính,A01,25.20,,THPTQG,2019,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A00,24.80,,THPTQG,2019,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A01,24.80,,THPTQG,2019,,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A00,21.60,,THPTQG,2019,Chương trình tiên tiến Kỹ thuật Vật liệu (Vật liệu thông minh và Nano),daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A01,21.60,,THPTQG,2019,Chương trình tiên tiến Kỹ thuật Vật liệu (Vật liệu thông minh và Nano),daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,D07,21.60,,THPTQG,2019,Chương trình tiên tiến Kỹ thuật Vật liệu (Vật liệu thông minh và Nano),daniele15,
BKA,MS1,Kỹ thuật vật liệu,A00,21.40,,THPTQG,2019,,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A01,21.40,,THPTQG,2019,,daniele15,
BKA,MS1,Kỹ thuật vật liệu,D07,21.40,,THPTQG,2019,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A00,22.10,,THPTQG,2019,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A01,22.10,,THPTQG,2019,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A00,20.00,,THPTQG,2019,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A01,20.00,,THPTQG,2019,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A02,20.00,,THPTQG,2019,,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A00,24.23,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A01,24.23,,THPTQG,2019,Chương trình tiên tiến,daniele15,
BKA,TE1,Kỹ thuật ô tô,A00,25.05,,THPTQG,2019,,daniele15,
BKA,TE1,Kỹ thuật ô tô,A01,25.05,,THPTQG,2019,,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A00,23.70,,THPTQG,2019,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A01,23.70,,THPTQG,2019,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A00,24.70,,THPTQG,2019,,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A01,24.70,,THPTQG,2019,,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A00,20.20,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A01,20.20,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D01,20.20,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D07,20.20,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A00,20.60,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A01,20.60,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D01,20.60,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D07,20.60,,THPTQG,2019,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A00,21.88,,THPTQG,2019,,daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A01,21.88,,THPTQG,2019,,daniele15,
BMU,7720101,Y khoa,A02,21.00,,THPTQG,2019,,daniele15,
BMU,7720101,Y khoa,B00,21.00,,THPTQG,2019,,daniele15,
BMU,7720101,Y khoa,D08,21.00,,THPTQG,2019,,daniele15,
BMU,7720201,Dược học,A00,20.00,,THPTQG,2019,,daniele15,
BMU,7720201,Dược học,B00,20.00,,THPTQG,2019,,daniele15,
BMU,7720201,Dược học,D07,20.00,,THPTQG,2019,,daniele15,
BPH,7380101,Luật,C00,16.25,,THPTQG,2019,Luật Thí sinh Nam Quân khu 7,daniele15,
BPH,7380101,Luật,C00,17.75,,THPTQG,2019,Luật Thí sinh Nam Quân khu 9,daniele15,
BPH,7380101,Luật,C00,18.90,,THPTQG,2019,Luật Thí sinh Nam Quân khu 5,daniele15,
BPH,7380101,Luật,C00,20.50,,THPTQG,2019,Luật Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7380101,Luật,C00,23.15,,THPTQG,2019,Luật - miền Bắc với thí sinh Nam,daniele15,
BPH,7380101,Luật,C00,23.65,,THPTQG,2019,Luật Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7380101,Luật,C00,24.75,,THPTQG,2019,"Luật Thí sinh Nam Quân khu 7Thí sinh mức 24,75 điểm:Điểm môn Văn  ≥ 7,00.",daniele15,
BPH,7380101,Luật,C00,25.00,,THPTQG,2019,"Luật Thí sinh Nam Quân khu 9Thí sinh mức 25,00 điểm:Điểm môn Văn  ≥ 7,50.",daniele15,
BPH,7380101,Luật,C00,26.00,,THPTQG,2019,Luật Thí sinh Nam Quân khu 5,daniele15,
BPH,7380101,Luật,C00,26.75,,THPTQG,2019,"Luật - miền Bắc với thí sinh NamThí sinh mức 26,75 điểm: Điểm môn Văn  ≥ 8,00.",daniele15,
BPH,7860214,Biên phòng,C00,19.30,,THPTQG,2019,Thí sinh Nam Quân khu 5,daniele15,
BPH,7860214,Biên phòng,C00,20.55,,THPTQG,2019,Thí sinh Nam Quân khu 9,daniele15,
BPH,7860214,Biên phòng,C00,21.85,,THPTQG,2019,"Thí sinh Nam miền BắcThí sinh mức 21,85 điểm:Điểm môn Toán  ≥ 8,20.",daniele15,
BPH,7860214,Biên phòng,C00,22.65,,THPTQG,2019,,daniele15,
BPH,7860214,Biên phòng,C00,23.45,,THPTQG,2019,Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7860214,Biên phòng,C00,24.00,,THPTQG,2019,"Thí sinh Nam Quân khu 7Thí sinh mức 24,00 điểm:Điểm môn Văn  ≥ 6,25.",daniele15,
BPH,7860214,Biên phòng,C00,24.75,,THPTQG,2019,"Thí sinh Nam Quân khu 5Thí sinh mức 24,75 điểm:Điểm môn Văn  ≥ 6,25.",daniele15,
BPH,7860214,Biên phòng,C00,25.00,,THPTQG,2019,Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7860214,Biên phòng,C00,26.50,,THPTQG,2019,"Thí sinh Nam miền BắcThí sinh mức 26,50 điểm:Điểm môn Văn  ≥ 7,50.",daniele15,
BVH,7320104,Truyền thông đa phương tiện,A00,22.70,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,A01,22.70,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,D01,22.70,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,22.55,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,22.55,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,22.55,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,21.00,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,21.00,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,21.00,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,21.65,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,21.65,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,21.65,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,19.70,,THPTQG,2019,TTNV <= 3,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,19.70,,THPTQG,2019,TTNV <= 3,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,19.70,,THPTQG,2019,TTNV <= 3,daniele15,
BVH,7340115,Marketing,A00,22.35,,THPTQG,2019,TTNV <=5,daniele15,
BVH,7340115,Marketing,A01,22.35,,THPTQG,2019,TTNV <=5,daniele15,
BVH,7340115,Marketing,D01,22.35,,THPTQG,2019,TTNV <=5,daniele15,
BVH,7340115,Marketing,A00,21.20,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7340115,Marketing,A01,21.20,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7340115,Marketing,D01,21.20,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7340122,Thương mại điện tử,A00,22.45,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7340122,Thương mại điện tử,A01,22.45,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7340122,Thương mại điện tử,D01,22.45,,THPTQG,2019,TTNV <=2,daniele15,
BVH,7340301,Kế toán,A00,21.35,,THPTQG,2019,TTNH <=2,daniele15,
BVH,7340301,Kế toán,A01,21.35,,THPTQG,2019,TTNH <=2,daniele15,
BVH,7340301,Kế toán,D01,21.35,,THPTQG,2019,TTNH <=2,daniele15,
BVH,7340301,Kế toán,A00,18.00,,THPTQG,2019,TTNV <= 12,daniele15,
BVH,7340301,Kế toán,A01,18.00,,THPTQG,2019,TTNV <= 12,daniele15,
BVH,7340301,Kế toán,D01,18.00,,THPTQG,2019,TTNV <= 12,daniele15,
BVH,7480201,Công nghệ thông tin,A00,24.10,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7480201,Công nghệ thông tin,A01,24.10,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7480201,Công nghệ thông tin,A00,22.00,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7480201,Công nghệ thông tin,A01,22.00,,THPTQG,2019,TTNV <= 6,daniele15,
BVH,7480202,An toàn thông tin,A00,23.35,,THPTQG,2019,TTNV <=3,daniele15,
BVH,7480202,An toàn thông tin,A01,23.35,,THPTQG,2019,TTNV <=3,daniele15,
BVH,7480202,An toàn thông tin,A00,20.00,,THPTQG,2019,TTNV = 0,daniele15,
BVH,7480202,An toàn thông tin,A01,20.00,,THPTQG,2019,TTNV = 0,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,21.05,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A01,21.05,,THPTQG,2019,TTNV = 1,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,17.00,,THPTQG,2019,TTNV <= 4,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A01,17.00,,THPTQG,2019,TTNV <= 4,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A00,21.95,,THPTQG,2019,TTNV <=4,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A01,21.95,,THPTQG,2019,TTNV <=4,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A00,17.00,,THPTQG,2019,TTNV <= 2,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A01,17.00,,THPTQG,2019,TTNV <= 2,daniele15,
BVU,7220201,Ngôn ngữ Anh,A01,14.00,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D01,14.00,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D14,14.00,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D15,14.00,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,A01,16.50,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D01,16.50,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D14,16.50,,THPTQG,2019,,daniele15,
BVU,7220201,Ngôn ngữ Anh,D15,16.50,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,C00,14.00,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,C20,14.00,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,D01,14.00,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,D15,14.00,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,C00,16.50,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,C20,16.50,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,D01,16.50,,THPTQG,2019,,daniele15,
BVU,7310608,Đông phương học,D15,16.50,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,A00,14.00,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,C00,14.00,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,C01,14.00,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,D01,14.00,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,A00,16.50,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,C00,16.50,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,C01,16.50,,THPTQG,2019,,daniele15,
BVU,7340101,Quản trị kinh doanh,D01,16.50,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,A00,14.00,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,A04,14.00,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,C01,14.00,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,D01,14.00,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,A00,16.50,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,A04,16.50,,THPTQG,2019,,daniele15,
BVU,7340301,Kế toán,C01,16.50,,THPTQG,2019,,daniele15,
