ma_truong,ma_nganh,ten_nganh,to_hop,diem,diem_thang,phuong_thuc,nam,ghi_chu,nguon,source_url
BKA,ET-E4,Điện tử viễn thông,A01,21.70,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A00,21.70,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A01,21.70,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,ET-LUH,Điện tử viễn thông,A00,18.00,,THPTQG,2018,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET-LUH,Điện tử viễn thông,A01,18.00,,THPTQG,2018,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET-LUH,Điện tử viễn thông,D07,18.00,,THPTQG,2018,ĐH Leibniz Hannover (Đức),daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A00,22.00,,THPTQG,2018,,daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A01,22.00,,THPTQG,2018,,daniele15,
BKA,EV1,Kỹ thuật môi trường,A00,20.00,,THPTQG,2018,,daniele15,
BKA,EV1,Kỹ thuật môi trường,B00,20.00,,THPTQG,2018,,daniele15,
BKA,EV1,Kỹ thuật môi trường,D07,20.00,,THPTQG,2018,,daniele15,
BKA,FL1,Tiếng Anh Khoa học kỹ thuật và Công nghệ,D01,21.00,,THPTQG,2018,tiếng anh,daniele15,
BKA,FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,21.00,,THPTQG,2018,,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A00,20.00,,THPTQG,2018,Kỹ thuật nhiệt,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A01,20.00,,THPTQG,2018,Kỹ thuật nhiệt,daniele15,
BKA,IT-E6,Công nghệ thông tin,A00,23.10,,THPTQG,2018,Việt-Nhật,daniele15,
BKA,IT-E6,Công nghệ thông tin,A01,23.10,,THPTQG,2018,Việt-Nhật,daniele15,
BKA,IT-E7,Công nghệ thông tin,A00,24.00,,THPTQG,2018,ICT,daniele15,
BKA,IT-E7,Công nghệ thông tin,A01,24.00,,THPTQG,2018,ICT,daniele15,
BKA,IT-GINP,Hệ thống thông tin,A00,18.80,,THPTQG,2018,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,A01,18.80,,THPTQG,2018,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,D07,18.80,,THPTQG,2018,ĐH Grenoble (Pháp),daniele15,
BKA,IT-GINP,Hệ thống thông tin,D29,18.80,,THPTQG,2018,ĐH Grenoble (Pháp),daniele15,
BKA,IT-LTU,Công nghệ thông tin,A00,20.50,,THPTQG,2018,ĐH La Trobe (Úc),daniele15,
BKA,IT-LTU,Công nghệ thông tin,A01,20.50,,THPTQG,2018,ĐH La Trobe (Úc),daniele15,
BKA,IT-LTU,Công nghệ thông tin,D07,20.50,,THPTQG,2018,ĐH La Trobe (Úc),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A00,19.60,,THPTQG,2018,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,A01,19.60,,THPTQG,2018,ĐH Victoria (New Zealand),daniele15,
BKA,IT-VUW,Công nghệ thông tin,D07,19.60,,THPTQG,2018,ĐH Victoria (New Zealand),daniele15,
BKA,IT1,Khoa học máy tính,A00,25.00,,THPTQG,2018,,daniele15,
BKA,IT1,Khoa học máy tính,A01,25.00,,THPTQG,2018,,daniele15,
BKA,IT2,Kỹ thuật máy tính,A00,23.50,,THPTQG,2018,,daniele15,
BKA,IT2,Kỹ thuật máy tính,A01,23.50,,THPTQG,2018,,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A00,21.55,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A01,21.55,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A00,18.00,,THPTQG,2018,ĐH Griffith (Úc),daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A01,18.00,,THPTQG,2018,ĐH Griffith (Úc),daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,D07,18.00,,THPTQG,2018,ĐH Griffith (Úc),daniele15,
BKA,ME-NUT,Cơ điện tử,A00,20.35,,THPTQG,2018,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,A01,20.35,,THPTQG,2018,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME-NUT,Cơ điện tử,D07,20.35,,THPTQG,2018,ĐH Nagaoka (Nhật Bản),daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A00,23.25,,THPTQG,2018,,daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A01,23.25,,THPTQG,2018,,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A00,21.30,,THPTQG,2018,,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A01,21.30,,THPTQG,2018,,daniele15,
BKA,MI1,Khoa học máy tính,A00,22.30,,THPTQG,2018,,daniele15,
BKA,MI1,Khoa học máy tính,A01,22.30,,THPTQG,2018,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A00,21.60,,THPTQG,2018,,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A01,21.60,,THPTQG,2018,,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A00,20.00,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A01,20.00,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A00,20.00,,THPTQG,2018,,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A01,20.00,,THPTQG,2018,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A00,20.00,,THPTQG,2018,,daniele15,
BKA,PH1,Vật lý kỹ thuật,A01,20.00,,THPTQG,2018,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A00,20.00,,THPTQG,2018,,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A01,20.00,,THPTQG,2018,,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A00,21.35,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A01,21.35,,THPTQG,2018,Chương trình tiên tiến,daniele15,
BKA,TE1,Kỹ thuật ô tô,A00,22.60,,THPTQG,2018,,daniele15,
BKA,TE1,Kỹ thuật ô tô,A01,22.60,,THPTQG,2018,,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A00,22.20,,THPTQG,2018,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A01,22.20,,THPTQG,2018,Kỹ thuật cơ khí động lực,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A00,22.00,,THPTQG,2018,,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A01,22.00,,THPTQG,2018,,daniele15,
BKA,TE4,Kỹ thuật tàu thuỷ,A00,20.00,,THPTQG,2018,,daniele15,
BKA,TE4,Kỹ thuật tàu thuỷ,A01,20.00,,THPTQG,2018,,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A00,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A01,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D01,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D07,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A00,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A01,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D01,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D07,18.00,,THPTQG,2018,ĐH Troy (Hoa Kỳ),daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A00,20.00,,THPTQG,2018,,daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A01,20.00,,THPTQG,2018,,daniele15,
BKA,TX2,Công nghệ may,A00,20.50,,THPTQG,2018,,daniele15,
BKA,TX2,Công nghệ may,A01,20.50,,THPTQG,2018,,daniele15,
BMU,7720101,Y khoa,A02,18.50,,THPTQG,2018,,daniele15,
BMU,7720101,Y khoa,B00,18.50,,THPTQG,2018,,daniele15,
BMU,7720101,Y khoa,D08,18.50,,THPTQG,2018,,daniele15,
BMU,7720201,Dược học,A00,16.00,,THPTQG,2018,,daniele15,
BMU,7720201,Dược học,B00,16.00,,THPTQG,2018,,daniele15,
BMU,7720201,Dược học,D07,16.00,,THPTQG,2018,,daniele15,
BPH,7380101,Luật,A01,27.75,,THPTQG,2018,Ngành luật Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7380101,Luật,A01,24.50,,THPTQG,2018,"Ngành luật Thí sinh Nam miền BắcThí sinh mức 24,50 điểm: - Thí sinh có điểm môn Văn ≥ 7,50 trúng tuyển. - Thí sinh có điểm môn Văn ≥ 6,75, điểm môn Sử ≥ 8,25, điểm môn Địa ≥ 9,00 trúng tuyển.",daniele15,
BPH,7380101,Luật,A01,20.00,,THPTQG,2018,luật Thí sinh Nam Quân khu 7,daniele15,
BPH,7380101,Luật,A01,19.25,,THPTQG,2018,luật Thí sinh Nam Quân khu 5,daniele15,
BPH,7380101,Luật,A01,18.75,,THPTQG,2018,luật Thí sinh Nam Quân khu 9,daniele15,
BPH,7380101,Luật,A01,18.00,,THPTQG,2018,Luật Thí sinh Nam Quân khu 7,daniele15,
BPH,7380101,Luật,A01,17.65,,THPTQG,2018,Ngành luật Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7380101,Luật,A01,17.00,,THPTQG,2018,Ngành luật Thí sinh Nam miền Bắc,daniele15,
BPH,7380101,Luật,A01,16.50,,THPTQG,2018,luật Thí sinh Nam Quân khu 9,daniele15,
BPH,7860214,Biên phòng,A01,26.00,,THPTQG,2018,"Thí sinh Nam miền BắcThí sinh mức 26,00 điểm: - Thí sinh có điểm môn Văn ≥ 7,50 trúng tuyển. - Thí sinh có điểm môn Văn ≥ 7,00, điểm môn Sử ≥ 7,25, điểm môn Địa ≥ 9,00 trúng tuyển.",daniele15,
BPH,7860214,Biên phòng,A01,25.25,,THPTQG,2018,Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BPH,7860214,Biên phòng,A01,24.00,,THPTQG,2018,"Thí sinh Nam Quân khu 5Thí sinh mức 24,00 điểm: Điểm môn Văn ≥ 8,50",daniele15,
BPH,7860214,Biên phòng,A01,23.25,,THPTQG,2018,Thí sinh Nam Quân khu 7,daniele15,
BPH,7860214,Biên phòng,A01,21.15,,THPTQG,2018,Thí sinh Nam miền Bắc,daniele15,
BPH,7860214,Biên phòng,A01,20.60,,THPTQG,2018,Thí sinh Nam Quân khu 7,daniele15,
BPH,7860214,Biên phòng,A01,19.00,,THPTQG,2018,Thí sinh Nam Quân khu 5,daniele15,
BPH,7860214,Biên phòng,A01,18.35,,THPTQG,2018,Thí sinh Nam Quân khu 9,daniele15,
BPH,7860214,Biên phòng,A01,16.85,,THPTQG,2018,Thí sinh Nam Quân khu 4 (Quảng Trị và TT-Huế),daniele15,
BVH,7320104,Truyền thông đa phương tiện,A00,20.90,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,A01,20.90,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7320104,Truyền thông đa phương tiện,D01,20.90,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,20.75,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,20.75,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,20.75,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A00,19.25,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 8,daniele15,
BVH,7329001,Công nghệ đa phương tiện,A01,19.25,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 8,daniele15,
BVH,7329001,Công nghệ đa phương tiện,D01,19.25,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 8,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 2,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 2,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 2,daniele15,
BVH,7340101,Quản trị kinh doanh,A00,18.20,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 9,daniele15,
BVH,7340101,Quản trị kinh doanh,A01,18.20,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 9,daniele15,
BVH,7340101,Quản trị kinh doanh,D01,18.20,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 9,daniele15,
BVH,7340115,Marketing,A00,20.30,,THPTQG,2018,(Cơ sở phía Bắc)  TTNV = 1,daniele15,
BVH,7340115,Marketing,A01,20.30,,THPTQG,2018,(Cơ sở phía Bắc)  TTNV = 1,daniele15,
BVH,7340115,Marketing,D01,20.30,,THPTQG,2018,(Cơ sở phía Bắc)  TTNV = 1,daniele15,
BVH,7340115,Marketing,A00,19.30,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 7,daniele15,
BVH,7340115,Marketing,A01,19.30,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 7,daniele15,
BVH,7340115,Marketing,D01,19.30,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 7,daniele15,
BVH,7340122,Thương mại điện tử,A00,20.05,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7340122,Thương mại điện tử,A01,20.05,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7340122,Thương mại điện tử,D01,20.05,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7340301,Kế toán,A00,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 12,daniele15,
BVH,7340301,Kế toán,A01,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 12,daniele15,
BVH,7340301,Kế toán,D01,19.65,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 12,daniele15,
BVH,7340301,Kế toán,A00,17.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 12,daniele15,
BVH,7340301,Kế toán,A01,17.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 12,daniele15,
BVH,7340301,Kế toán,D01,17.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam)  TTNV <= 12,daniele15,
BVH,7480201,Công nghệ thông tin,A00,22.00,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7480201,Công nghệ thông tin,A01,22.00,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7480201,Công nghệ thông tin,A00,20.25,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 8,daniele15,
BVH,7480201,Công nghệ thông tin,A01,20.25,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 8,daniele15,
BVH,7480202,An toàn thông tin,A00,20.80,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 2,daniele15,
BVH,7480202,An toàn thông tin,A01,20.80,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 2,daniele15,
BVH,7480202,An toàn thông tin,A00,19.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 7,daniele15,
BVH,7480202,An toàn thông tin,A01,19.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 7,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,19.05,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A01,19.05,,THPTQG,2018,(Cơ sở phía Bắc) TTNV = 1,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A00,16.50,,THPTQG,2018,(Cơ sở đào tạo phía Nam)TTNV <= 10,daniele15,
BVH,7510301,"Công nghệ kỹ thuật điện, điện tử",A01,16.50,,THPTQG,2018,(Cơ sở đào tạo phía Nam)TTNV <= 10,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A00,19.10,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 3,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A01,19.10,,THPTQG,2018,(Cơ sở phía Bắc) TTNV <= 3,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A00,17.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 7,daniele15,
BVH,7520207,Kỹ thuật điện tử - viễn thông,A01,17.00,,THPTQG,2018,(Cơ sở đào tạo phía Nam) TTNV <= 7,daniele15,
CCM,51140201,Giáo dục Mầm non,,15.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại Khá, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,51140202,Giáo dục Tiểu học,C01,15.00,,HocBa,2018,"Hệ cao đẳngĐiểm chuẩn học bạ: Có học lực lớp 12 xếp loại Khá, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,51140202,Giáo dục Tiểu học,C03,15.00,,HocBa,2018,"Hệ cao đẳngĐiểm chuẩn học bạ: Có học lực lớp 12 xếp loại Khá, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,51140202,Giáo dục Tiểu học,C20,15.00,,HocBa,2018,"Hệ cao đẳngĐiểm chuẩn học bạ: Có học lực lớp 12 xếp loại Khá, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,51140202,Giáo dục Tiểu học,D01,15.00,,HocBa,2018,"Hệ cao đẳngĐiểm chuẩn học bạ: Có học lực lớp 12 xếp loại Khá, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,7140201,Giáo dục Mầm non,,17.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại giỏi, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,7140202,Giáo dục Tiểu học,C20,17.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại giỏi, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,7140205,Giáo dục Chính trị,A00,17.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại giỏi, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,7140205,Giáo dục Chính trị,C00,17.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại giỏi, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
CCM,7140205,Giáo dục Chính trị,C04,17.00,,HocBa,2018,"Điểm chuẩn học bạ: Có học lực lớp 12 xếp loại giỏi, tổng điểm 3 môn theo tổ hợp từ 18 điểm trở lên",daniele15,
