ma_truong,ma_nganh,ten_nganh,to_hop,diem,diem_thang,phuong_thuc,nam,ghi_chu,nguon,source_url
ANH,7860100,Nghiệp vụ An ninh,D01,26.66,,THPTQG,2021,Nam - Địa bàn 1,daniele15,
ANH,7860100,Nghiệp vụ An ninh,D01,27.24,,THPTQG,2021,Nam - Địa bàn 1,daniele15,
ANH,7860100,Nghiệp vụ An ninh,D01,27.56,,THPTQG,2021,Nam - Địa bàn 1,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,27.69,,THPTQG,2021,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 29.51; địa bàn 6: 26.78; địa bàn 7: 28.69,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,27.35,,THPTQG,2021,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 28.5; địa bàn 6: 25.68; địa bàn 7: 27.49,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,27.20,,THPTQG,2021,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 27.94; địa bàn 6: 26.01; địa bàn 7: 27.84,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,27.63,,THPTQG,2021,Điểm thi TN THPT (đối với nữ) - địa bàn 5 lấy 27.91; địa bàn 6: 27.33; địa bàn 7: 28.14,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,25.89,,THPTQG,2021,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.88; địa bàn 6: 24.56; địa bàn 7:26.48,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,25.21,,THPTQG,2021,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.53; địa bàn 6: 24.38; địa bàn 7: 26.94; địa bàn 8: 22.41,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,26.11,,THPTQG,2021,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 26.36; địa bàn 6: 24.93; địa bàn 7: 26.9; địa bàn 8: 25.76,daniele15,
ANS,7860100,Nghiệp vụ An ninh,A00,24.86,,THPTQG,2021,Điểm thi TN THPT (đối với nam) - địa bàn 5 lấy 25.68; địa bàn 6: 24.01; địa bàn 7: 25.83; địa bàn 8: 23.04,daniele15,
BKA,BF-E12,Kỹ thuật Thực phẩm,A00,24.44,,THPTQG,2021,Điểm thi TN THPT; Chương trình tiên tiến,daniele15,
BKA,BF-E12,Kỹ thuật Thực phẩm,B00,24.44,,THPTQG,2021,Điểm thi TN THPT; Chương trình tiên tiến,daniele15,
BKA,BF-E12,Kỹ thuật Thực phẩm,D07,24.44,,THPTQG,2021,Điểm thi TN THPT; Chương trình tiên tiến,daniele15,
BKA,BF1,Kỹ thuật Sinh học,A00,25.34,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,BF1,Kỹ thuật Sinh học,B00,25.34,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,BF1,Kỹ thuật Sinh học,D07,25.34,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,BF2,Kỹ thuật Thực phẩm,A00,25.94,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,BF2,Kỹ thuật Thực phẩm,B00,25.94,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,BF2,Kỹ thuật Thực phẩm,D07,25.94,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH-E11,Kỹ thuật Hóa dược,A00,26.40,,THPTQG,2021,CT tiên tiếnĐiểm thi TN THPT,daniele15,
BKA,CH-E11,Kỹ thuật Hóa dược,B00,26.40,,THPTQG,2021,CT tiên tiếnĐiểm thi TN THPT,daniele15,
BKA,CH-E11,Kỹ thuật Hóa dược,D07,26.40,,THPTQG,2021,CT tiên tiếnĐiểm thi TN THPT,daniele15,
BKA,CH1,Kỹ thuật hoá học,A00,25.20,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH1,Kỹ thuật hoá học,B00,25.20,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH1,Kỹ thuật hoá học,D07,25.20,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH2,Hoá học,A00,24.96,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH2,Hoá học,B00,24.96,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH2,Hoá học,D07,24.96,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH3,Kỹ thuật in,A00,24.45,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH3,Kỹ thuật in,A01,24.45,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH3,Kỹ thuật in,B00,24.45,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,CH3,Kỹ thuật in,D07,24.45,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ED2,Công nghệ giáo dục,A00,24.80,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ED2,Công nghệ giáo dục,A01,24.80,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ED2,Công nghệ giáo dục,D01,24.80,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,EE-E18,Năng lượng tái tạo,A00,25.71,,THPTQG,2021,Ngành Hệ thống điện và năng lượng tái tạoĐiểm thi TN THPT,daniele15,
BKA,EE-E18,Năng lượng tái tạo,A01,25.71,,THPTQG,2021,Ngành Hệ thống điện và năng lượng tái tạoĐiểm thi TN THPT,daniele15,
BKA,EE-E8,Điều khiển - Tự động hóa và Hệ thống điện,A00,27.28,,THPTQG,2021,Chương trình tiên tiếnĐiểm thi TN THPT,daniele15,
BKA,EE-E8,Điều khiển - Tự động hóa và Hệ thống điện,A01,27.28,,THPTQG,2021,Chương trình tiên tiếnĐiểm thi TN THPT,daniele15,
BKA,EE-E8X,Kỹ thuật Điều khiển - Tự động hóa,,17.04,,TSA,2021,,daniele15,
BKA,EE-EP,Tin học công nghiệp,A00,26.14,,THPTQG,2021,Chương trình tiên tiếnTin học công nghiệp và tự động hóaĐiểm thi TN THPT,daniele15,
BKA,EE-EP,Tin học công nghiệp,A01,26.14,,THPTQG,2021,Chương trình tiên tiếnTin học công nghiệp và tự động hóaĐiểm thi TN THPT,daniele15,
BKA,EE-EP,Tin học công nghiệp,D29,26.14,,THPTQG,2021,Chương trình tiên tiếnTin học công nghiệp và tự động hóaĐiểm thi TN THPT,daniele15,
BKA,EE1,Kỹ thuật điện,A00,26.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,EE1,Kỹ thuật điện,A01,26.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,EE2,Kỹ thuật Điều khiển - Tự động hóa,A00,27.46,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,EE2,Kỹ thuật Điều khiển - Tự động hóa,A01,27.46,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,EM-E13,Phân tích kinh doanh,A00,25.55,,THPTQG,2021,CN tiên tiến,daniele15,
BKA,EM-E13,Phân tích kinh doanh,A01,25.55,,THPTQG,2021,CN tiên tiến,daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,A00,26.30,,THPTQG,2021,,daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,A01,26.30,,THPTQG,2021,,daniele15,
BKA,EM-E14,Logistics và Quản lý chuỗi cung ứng,D01,26.30,,THPTQG,2021,,daniele15,
BKA,EM1,Kinh tế,A00,25.65,,THPTQG,2021,,daniele15,
BKA,EM1,Kinh tế,A01,25.65,,THPTQG,2021,,daniele15,
BKA,EM1,Kinh tế,D01,25.65,,THPTQG,2021,,daniele15,
BKA,EM2,Quản lý công nghiệp,A00,25.75,,THPTQG,2021,,daniele15,
BKA,EM2,Quản lý công nghiệp,A01,25.75,,THPTQG,2021,,daniele15,
BKA,EM2,Quản lý công nghiệp,D01,25.75,,THPTQG,2021,,daniele15,
BKA,EM3,Quản trị kinh doanh,A00,26.04,,THPTQG,2021,,daniele15,
BKA,EM3,Quản trị kinh doanh,A01,26.04,,THPTQG,2021,,daniele15,
BKA,EM3,Quản trị kinh doanh,D01,26.04,,THPTQG,2021,,daniele15,
BKA,EM4,Kế toán,A00,25.76,,THPTQG,2021,,daniele15,
BKA,EM4,Kế toán,A01,25.76,,THPTQG,2021,,daniele15,
BKA,EM4,Kế toán,D01,25.76,,THPTQG,2021,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,A00,25.83,,THPTQG,2021,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,A01,25.83,,THPTQG,2021,,daniele15,
BKA,EM5,Tài chính - Ngân hàng,D01,25.83,,THPTQG,2021,,daniele15,
BKA,ET-E16,Truyền thông số và kỹ thuật đa phương tiện,A00,26.59,,THPTQG,2021,Điểm TN THPT,daniele15,
BKA,ET-E16,Truyền thông số và kỹ thuật đa phương tiện,A01,26.59,,THPTQG,2021,Điểm TN THPT,daniele15,
BKA,ET-E4,Điện tử viễn thông,A00,26.59,,THPTQG,2021,,daniele15,
BKA,ET-E4,Điện tử viễn thông,A01,26.59,,THPTQG,2021,,daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A00,25.88,,THPTQG,2021,CT tiên tiến,daniele15,
BKA,ET-E5,Kỹ thuật y sinh,A01,25.88,,THPTQG,2021,CT tiên tiến,daniele15,
BKA,ET-E9,Hệ thống nhúng thông minh và IoT,A00,26.93,,THPTQG,2021,CT tiên tiến,daniele15,
BKA,ET-E9,Hệ thống nhúng thông minh và IoT,A01,26.93,,THPTQG,2021,CT tiên tiến,daniele15,
BKA,ET-LUH,Điện tử viễn thông,A00,25.13,,THPTQG,2021,Đh Leibniz - Đức,daniele15,
BKA,ET-LUH,Điện tử viễn thông,A01,25.13,,THPTQG,2021,Đh Leibniz - Đức,daniele15,
BKA,ET-LUH,Điện tử viễn thông,D26,25.13,,THPTQG,2021,Đh Leibniz - Đức,daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A00,26.80,,THPTQG,2021,,daniele15,
BKA,ET1,Kỹ thuật điện tử - viễn thông,A01,26.80,,THPTQG,2021,,daniele15,
BKA,EV1,Kỹ thuật môi trường,A00,24.01,,THPTQG,2021,,daniele15,
BKA,EV1,Kỹ thuật môi trường,B00,24.01,,THPTQG,2021,,daniele15,
BKA,EV1,Kỹ thuật môi trường,D07,24.01,,THPTQG,2021,,daniele15,
BKA,EV2,Quản lý tài nguyên và môi trường,A00,23.53,,THPTQG,2021,,daniele15,
BKA,EV2,Quản lý tài nguyên và môi trường,B00,23.53,,THPTQG,2021,,daniele15,
BKA,EV2,Quản lý tài nguyên và môi trường,D07,23.53,,THPTQG,2021,,daniele15,
BKA,FL1,Tiếng Anh Khoa học kỹ thuật và Công nghệ,D01,26.39,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,26.11,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A00,24.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),A01,24.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A00,28.04,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,A01,28.04,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT-E15,An toàn không gian số,A00,27.44,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT-E15,An toàn không gian số,A01,27.44,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT-E6,Công nghệ thông tin,A19,27.40,,THPTQG,2021,Việt - Nhật; Điểm thi TN THPT,daniele15,
BKA,IT-E7,Công nghệ thông tin,A00,27.85,,THPTQG,2021,Global ICT; Điểm thi TN THPT,daniele15,
BKA,IT-E7,Công nghệ thông tin,A01,27.85,,THPTQG,2021,Global ICT; Điểm thi TN THPT,daniele15,
BKA,IT-EP,Công nghệ thông tin,A00,27.19,,THPTQG,2021,CNTT Việt-Pháp; Điểm thi TN THPT,daniele15,
BKA,IT-EP,Công nghệ thông tin,A01,27.19,,THPTQG,2021,CNTT Việt-Pháp; Điểm thi TN THPT,daniele15,
BKA,IT-EP,Công nghệ thông tin,D29,27.19,,THPTQG,2021,CNTT Việt-Pháp; Điểm thi TN THPT,daniele15,
BKA,IT1,Khoa học máy tính,A00,28.43,,THPTQG,2021,Khoa học máy tính; Điểm thi TN THPT,daniele15,
BKA,IT1,Khoa học máy tính,A01,28.43,,THPTQG,2021,Khoa học máy tính; Điểm thi TN THPT,daniele15,
BKA,IT2,Kỹ thuật máy tính,A00,28.10,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,IT2,Kỹ thuật máy tính,A01,28.10,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A00,26.91,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,ME-E1,Kỹ thuật cơ điện tử,A01,26.91,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A00,23.88,,THPTQG,2021,Hợp tác với ĐH Griffith (Úc); Điểm thi TN THPT,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,A01,23.88,,THPTQG,2021,Hợp tác với ĐH Griffith (Úc); Điểm thi TN THPT,daniele15,
BKA,ME-GU,Cơ khí - Chế tạo máy,D07,23.88,,THPTQG,2021,Hợp tác với ĐH Griffith (Úc); Điểm thi TN THPT,daniele15,
BKA,ME-LUH,Cơ điện tử,A00,25.16,,THPTQG,2021,Hợp tác với ĐH Leibniz Hannover,daniele15,
BKA,ME-LUH,Cơ điện tử,A01,25.16,,THPTQG,2021,Hợp tác với ĐH Leibniz Hannover,daniele15,
BKA,ME-LUH,Cơ điện tử,D07,25.16,,THPTQG,2021,Hợp tác với ĐH Leibniz Hannover,daniele15,
BKA,ME-NUT,Cơ điện tử,A00,24.88,,THPTQG,2021,Hợp tác với ĐHCN Nagaoka; Điểm thi TN THPT,daniele15,
BKA,ME-NUT,Cơ điện tử,A01,24.88,,THPTQG,2021,Hợp tác với ĐHCN Nagaoka; Điểm thi TN THPT,daniele15,
BKA,ME-NUT,Cơ điện tử,D28,24.88,,THPTQG,2021,Hợp tác với ĐHCN Nagaoka; Điểm thi TN THPT,daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A00,26.91,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ME1,Kỹ thuật cơ điện tử,A01,26.91,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A00,25.78,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,ME2,Kỹ thuật cơ khí,A01,25.78,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MI1,Khoa học máy tính,A00,27.00,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MI1,Khoa học máy tính,A01,27.00,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A00,27.00,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MI2,Hệ thống thông tin quản lý,A01,27.00,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A00,23.99,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,A01,23.99,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,MS-E3,Khoa học kỹ thuật Vật liệu,D07,23.99,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A00,24.65,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MS1,Kỹ thuật vật liệu,A01,24.65,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,MS1,Kỹ thuật vật liệu,D07,24.65,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH1,Vật lý kỹ thuật,A00,25.64,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH1,Vật lý kỹ thuật,A01,25.64,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A00,24.48,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A01,24.48,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH2,Kỹ thuật hạt nhân,A02,24.48,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,PH3,Vật lý y khoa,A00,25.36,,THPTQG,2021,Điểm TN THPT,daniele15,
BKA,PH3,Vật lý y khoa,A01,25.36,,THPTQG,2021,Điểm TN THPT,daniele15,
BKA,PH3,Vật lý y khoa,A02,25.36,,THPTQG,2021,Điểm TN THPT,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A00,26.11,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,TE-E2,Kỹ thuật ô tô,A01,26.11,,THPTQG,2021,Chương trình tiên tiến; Điểm thi TN THPT,daniele15,
BKA,TE-EP,Cơ khí hàng không,A00,24.76,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE-EP,Cơ khí hàng không,A01,24.76,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE-EP,Cơ khí hàng không,D29,24.76,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE1,Kỹ thuật ô tô,A00,26.94,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE1,Kỹ thuật ô tô,A01,26.94,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A00,25.70,,THPTQG,2021,Kỹ thuật cơ khí động lực; Điểm thi TN THPT,daniele15,
BKA,TE2,Kỹ thuật cơ khí,A01,25.70,,THPTQG,2021,Kỹ thuật cơ khí động lực; Điểm thi TN THPT,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A00,26.48,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TE3,Kỹ thuật Hàng không,A01,26.48,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A00,23.25,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,A01,23.25,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D01,23.25,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-BA,Quản trị kinh doanh,D07,23.25,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A00,25.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,A01,25.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D01,25.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TROY-IT,Kỹ thuật xây dựng,D07,25.50,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A00,23.99,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BKA,TX1,Kỹ thuật Dệt - May,A01,23.99,,THPTQG,2021,Điểm thi TN THPT,daniele15,
BMU,7720101,Y khoa,A02,24.00,,THPTQG,2021,,daniele15,
BMU,7720101,Y khoa,B00,24.00,,THPTQG,2021,,daniele15,
BMU,7720101,Y khoa,D08,24.00,,THPTQG,2021,,daniele15,
BMU,7720201,Dược học,A00,21.00,,THPTQG,2021,,daniele15,
BMU,7720201,Dược học,B00,21.00,,THPTQG,2021,,daniele15,
BMU,7720201,Dược học,D07,21.00,,THPTQG,2021,,daniele15,
BMU,7720301,Điều dưỡng,A02,19.00,,THPTQG,2021,,daniele15,
BMU,7720301,Điều dưỡng,B00,19.00,,THPTQG,2021,,daniele15,
BMU,7720301,Điều dưỡng,B08,19.00,,THPTQG,2021,,daniele15,
BMU,7720301,Điều dưỡng,D34,19.00,,THPTQG,2021,,daniele15,
BMU,7720701,Y tế công cộng,A02,16.00,,THPTQG,2021,,daniele15,
BMU,7720701,Y tế công cộng,B00,16.00,,THPTQG,2021,,daniele15,
BMU,7720701,Y tế công cộng,B08,16.00,,THPTQG,2021,,daniele15,
BPH,7380101,Luật,C00,26.25,,THPTQG,2021,"thí sinh nam miền nam, thí sinh 26.25 điểm tiêu chí: Văn >=7.25",daniele15,
BPH,7380101,Luật,C00,27.25,,THPTQG,2021,"thí sinh nam miền bắc, thí sinh 27.25 tiêu chí: Văn >=7.0",daniele15,
BPH,7860214,Biên phòng,A01,24.13,,HocBa,2021,"thí sinh nam quân khu 9, xét tuyển học bạ THPT",daniele15,
BPH,7860214,Biên phòng,A01,28.51,,HocBa,2021,"thí sinh nam quân khu 9, xét tuyển học bạ THPT",daniele15,
BPH,7860214,Biên phòng,A01,26.25,,THPTQG,2021,"thí sinh nam quân khu 9, thí sinh 26.25 điểm tiêu chí: Văn>=8.0",daniele15,
BPH,7860214,Biên phòng,A01,24.85,,THPTQG,2021,thí sinh nam quân khu 9,daniele15,
BPH,7860214,Biên phòng,A01,24.80,,THPTQG,2021,"Thí sinh Nam Quân khu 7, xét tuyển học sinh giỏi THPT",daniele15,
BPH,7860214,Biên phòng,A01,28.52,,HocBa,2021,"thí sinh nam quân khu 7, xét tuyển học bạ THPT",daniele15,
BPH,7860214,Biên phòng,A01,22.68,,HocBa,2021,"thí sinh nam quân khu 7, xét học bạ THPT",daniele15,
BPH,7860214,Biên phòng,A01,27.00,,THPTQG,2021,"thí sinh nam quân khu 7, thí sinh 27 điểm tiêu chí 1: Văn >=7.75",daniele15,
BPH,7860214,Biên phòng,A01,25.00,,THPTQG,2021,thí sinh nam quân khu 7,daniele15,
BPH,7860214,Biên phòng,A01,23.15,,HocBa,2021,"thí sinh nam quân khu 5, xét tuyển học bạ THPT",daniele15,
BPH,7860214,Biên phòng,A01,24.50,,THPTQG,2021,thí sinh nam quân khu 5,daniele15,
BPH,7860214,Biên phòng,A01,27.50,,THPTQG,2021,thí sinh nam quân khu 5,daniele15,
BPH,7860214,Biên phòng,A01,24.15,,THPTQG,2021,thí sinh nam quân khu 4,daniele15,
BPH,7860214,Biên phòng,A01,27.25,,THPTQG,2021,thí sinh nam quân khu 4,daniele15,
BPH,7860214,Biên phòng,A01,25.50,,THPTQG,2021,"thí sinh nam miền bắc, xét tuyển học sinh giỏi THPT",daniele15,
BPH,7860214,Biên phòng,A01,28.50,,THPTQG,2021,"thí sinh nam miền bắc, thí sinh 28.50 điểm tiêu chí 1: văn >=7.50",daniele15,
BPH,7860214,Biên phòng,A01,26.35,,THPTQG,2021,thí sinh nam miền bắc,daniele15,
